Reactome Pathway	Sum	Avg	StdDev
Hydroxycarboxylic acid-binding receptors	0	0	0
NRIF signals cell death from the nucleus	0	0	0
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	2	0.04	0.197948663722157
Signaling by Hedgehog	11	0.22	0.789988375011342
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	0	0	0
Collagen biosynthesis and modifying enzymes	19	0.38	0.666700679404459
Cross-presentation of soluble exogenous antigens (endosomes)	9	0.18	0.62889602008729
Regulation of gene expression in early pancreatic precursor cells	0	0	0
Retinoid cycle disease events	1	0.02	0.14142135623731
COPII (Coat Protein 2) Mediated Vesicle Transport	0	0	0
Constitutive Signaling by NOTCH1 PEST Domain Mutants	11	0.22	0.464670170494017
A tetrasaccharide linker sequence is required for GAG synthesis	6	0.12	0.328260722659316
p53-Dependent G1/S DNA damage checkpoint	19	0.38	0.779586494265272
Platelet calcium homeostasis	4	0.08	0.27404751561787
Phase 1 - Functionalization of compounds	11	0.22	0.887325723043973
RAF phosphorylates MEK	1	0.02	0.14142135623731
Pentose phosphate pathway (hexose monophosphate shunt)	1	0.02	0.14142135623731
IRS activation	1	0.02	0.14142135623731
Cytokine Signaling in Immune system	43	0.86	2.0702952564742
PI3K Cascade	17	0.34	0.798212288268514
Assembly of the pre-replicative complex	12	0.24	0.796932896056077
Trafficking of dietary sterols	0	0	0
ER-Phagosome pathway	10	0.2	0.63887656499994
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	3	0.06	0.239897937482095
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	10	0.2	0.63887656499994
Scavenging by Class A Receptors	6	0.12	0.328260722659316
Translocation of GLUT4 to the plasma membrane	14	0.28	0.757008074256673
SHC-mediated signalling	3	0.06	0.239897937482095
degradation of AXIN	11	0.22	0.763718080264209
Activation of G protein gated Potassium channels	0	0	0
Dual incision reaction in GG-NER	2	0.04	0.197948663722157
Dopamine receptors	2	0.04	0.197948663722157
PI3K/AKT activation	51	1.02	1.54510418379328
Adherens junctions interactions	19	0.38	0.752953368748825
CaM pathway	4	0.08	0.27404751561787
Recognition and association of DNA glycosylase with site containing an affected purine	0	0	0
Thyroxine biosynthesis	2	0.04	0.197948663722157
Mitochondrial protein import	3	0.06	0.239897937482095
Tat-mediated elongation of the HIV-1 transcript	9	0.18	0.522552604519197
PECAM1 interactions	3	0.06	0.239897937482095
Antigen processing: Ubiquitination & Proteasome degradation	31	0.62	1.7483519937008
Metabolism of polyamines	1	0.02	0.14142135623731
Elevation of cytosolic Ca2+ levels	3	0.06	0.239897937482095
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	0	0	0
Mucopolysaccharidoses	30	0.6	1.16057691494799
Antagonism of Activin by Follistatin	0	0	0
SLBP independent Processing of Histone Pre-mRNAs	0	0	0
Mtb iron assimilation by chelation	0	0	0
M Phase	35	0.7	1.76415557646121
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"	3	0.06	0.239897937482095
mRNA Splicing - Major Pathway	22	0.44	0.884330716602409
G2/M DNA replication checkpoint	1	0.02	0.14142135623731
Mitochondrial Fatty Acid Beta-Oxidation	3	0.06	0.239897937482095
Negative epigenetic regulation of rRNA expression	12	0.24	0.476380914300945
Calnexin/calreticulin cycle	3	0.06	0.239897937482095
Fanconi Anemia pathway	6	0.12	0.328260722659316
Sema4D induced cell migration and growth-cone collapse	10	0.2	0.494871659305394
Vif-mediated degradation of APOBEC3G	11	0.22	0.763718080264209
p75NTR signals via NF-kB	5	0.1	0.303045763365663
RNA Polymerase I Promoter Escape	7	0.14	0.350509832753866
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	7	0.14	0.534904149338544
Phospholipid metabolism	28	0.56	1.18079876112982
Neurotransmitter Release Cycle	5	0.1	0.364215679542342
DNA Damage Recognition in GG-NER	0	0	0
Adenosine P1 receptors	1	0.02	0.14142135623731
Steroid hormones	3	0.06	0.239897937482095
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	6	0.12	0.328260722659316
"Cell Cycle, Mitotic"	62	1.24	2.75206786817121
NCAM1 interactions	16	0.32	0.620730313782869
"Fatty acid, triacylglycerol, and ketone body metabolism"	36	0.72	1.3856406460551
Attachment of GPI anchor to uPAR	1	0.02	0.14142135623731
Defects in biotin (Btn) metabolism	19	0.38	1.06694299141931
PRC2 methylates histones and DNA	4	0.08	0.340467865366085
S37 mutants of beta-catenin aren't phosphorylated	18	0.36	1.04510520903839
Cam-PDE 1 activation	0	0	0
Golgi to ER Retrograde Transport	2	0.04	0.197948663722157
Bile salt and organic anion SLC transporters	2	0.04	0.197948663722157
Muscle contraction	19	0.38	1.0279760181432
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	0	0	0
Interleukin receptor SHC signaling	6	0.12	0.385449644663773
"AXIN mutants destabilize the destruction complex, activating WNT signaling"	18	0.36	1.04510520903839
CDC6 association with the ORC:origin complex	3	0.06	0.239897937482095
Sterols are 12-hydroxylated by CYP8B1	1	0.02	0.14142135623731
Activation of PKB	0	0	0
WNT ligand biogenesis and trafficking	2	0.04	0.197948663722157
Synthesis of very long-chain fatty acyl-CoAs	5	0.1	0.303045763365663
Androgen biosynthesis	2	0.04	0.197948663722157
DNA Replication	19	0.38	0.901019830355513
Tandem pore domain halothane-inhibited K+ channel (THIK)	0	0	0
Rap1 signalling	1	0.02	0.14142135623731
Hypusine synthesis from eIF5A-lysine	1	0.02	0.14142135623731
Elastic fibre formation	13	0.26	0.777489418525016
Sphingolipid metabolism	16	0.32	0.551065757771026
Hh ligand biogenesis disease	10	0.2	0.755928946018454
G1/S DNA Damage Checkpoints	19	0.38	0.779586494265272
Defective MUT causes methylmalonic aciduria mut type	19	0.38	1.06694299141931
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	5	0.1	0.364215679542342
Phase II conjugation	42	0.84	0.99713876380658
PI3K events in ERBB4 signaling	51	1.02	1.54510418379328
Rev-mediated nuclear export of HIV RNA	7	0.14	0.728711471134677
Degradation of the extracellular matrix	22	0.44	0.760236268322861
Bile acid and bile salt metabolism	11	0.22	0.581693516328638
Hyaluronan uptake and degradation	1	0.02	0.14142135623731
Synthesis of IPs in the ER lumen	2	0.04	0.197948663722157
Toxicity of botulinum toxin type F (BoNT/F)	3	0.06	0.239897937482095
Inositol phosphate metabolism	11	0.22	0.581693516328638
Signaling by NOTCH2	5	0.1	0.303045763365663
HS-GAG biosynthesis	6	0.12	0.385449644663773
HS-GAG degradation	6	0.12	0.328260722659316
Neurotransmitter uptake and Metabolism In Glial Cells	2	0.04	0.197948663722157
p75 NTR receptor-mediated signalling	27	0.54	0.838122293935579
Pyruvate metabolism	5	0.1	0.462910049886276
Processing of DNA double-strand break ends	0	0	0
Post NMDA receptor activation events	8	0.16	0.42185208743524
Effects of PIP2 hydrolysis	6	0.12	0.328260722659316
Inactivation of APC/C via direct inhibition of the APC/C complex	1	0.02	0.14142135623731
The citric acid (TCA) cycle and respiratory electron transport	7	0.14	0.49528388066742
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation"	2	0.04	0.197948663722157
AKT phosphorylates targets in the nucleus	4	0.08	0.340467865366085
DAP12 signaling	62	1.24	1.73275762286358
Regulation of IFNA signaling	4	0.08	0.27404751561787
PI-3K cascade	51	1.02	1.54510418379328
Hyaluronan biosynthesis and export	1	0.02	0.14142135623731
Oncogene Induced Senescence	11	0.22	0.581693516328638
Inhibition of PKR	0	0	0
L13a-mediated translational silencing of Ceruloplasmin expression	5	0.1	0.364215679542342
Fusion of the Influenza Virion to the Host Cell Endosome	0	0	0
Intrinsic Pathway for Apoptosis	15	0.3	0.646813224152673
Peptide chain elongation	4	0.08	0.27404751561787
Chromatin organization	46	0.92	1.38269184372147
PPARA activates gene expression	21	0.42	0.859283042389861
Toxicity of botulinum toxin type B (BoNT/B)	0	0	0
Serotonin Neurotransmitter Release Cycle	5	0.1	0.364215679542342
Release	0	0	0
Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	4	0.08	0.340467865366085
IRS-mediated signalling	18	0.36	0.827092275778864
CRMPs in Sema3A signaling	8	0.16	0.618094504365255
RNA Polymerase III Transcription Initiation From Type 2 Promoter	5	0.1	0.364215679542342
Viral mRNA Translation	6	0.12	0.328260722659316
Hyaluronan metabolism	2	0.04	0.197948663722157
SCF(Skp2)-mediated degradation of p27/p21	13	0.26	0.664247310717867
Regulation of thyroid hormone activity	0	0	0
Cyclin D associated events in G1	11	0.22	0.581693516328638
TRAF6 mediated IRF7 activation	4	0.08	0.27404751561787
Transcriptional activation of p53 responsive genes	5	0.1	0.364215679542342
Formation of the Editosome	1	0.02	0.14142135623731
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	15	0.3	0.646813224152673
Cell-cell junction organization	23	0.46	0.930437685024788
Beta oxidation of myristoyl-CoA to lauroyl-CoA	1	0.02	0.14142135623731
snRNP Assembly	8	0.16	0.738448456189719
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	2	0.04	0.282842712474619
ATM mediated phosphorylation of repair proteins	3	0.06	0.239897937482095
Inflammasomes	7	0.14	0.404565778814466
activated TAK1 mediates p38 MAPK activation	2	0.04	0.197948663722157
Dissolution of Fibrin Clot	0	0	0
Retinoid metabolism and transport	11	0.22	0.648074069840786
truncations of AMER1 destabilize the destruction complex	18	0.36	1.04510520903839
"Synthesis of IP2, IP, and Ins in the cytosol"	1	0.02	0.14142135623731
Acyl chain remodelling of PE	2	0.04	0.197948663722157
CREB phosphorylation through the activation of CaMKII	3	0.06	0.239897937482095
Downstream signaling of activated FGFR	54	1.08	1.56283363784884
Peptide ligand-binding receptors	19	0.38	0.966584561373558
Formation of editosomes by ADAR proteins	1	0.02	0.14142135623731
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	5	0.1	0.364215679542342
NrCAM interactions	4	0.08	0.27404751561787
The proton buffering model	0	0	0
Synthesis of PA	3	0.06	0.239897937482095
Regulation by TREX1	0	0	0
Removal of licensing factors from origins	16	0.32	0.740656079818041
repression of WNT target genes	3	0.06	0.239897937482095
Membrane binding and targetting of GAG proteins	0	0	0
"TET1,2,3 and TDG demethylate DNA"	0	0	0
APC/C:Cdc20 mediated degradation of Cyclin B	0	0	0
Cytochrome P450 - arranged by substrate type	11	0.22	0.887325723043973
Depyrimidination	0	0	0
Role of phospholipids in phagocytosis	7	0.14	0.404565778814466
Packaging Of Telomere Ends	2	0.04	0.197948663722157
PKA activation	3	0.06	0.239897937482095
DNA Damage Bypass	1	0.02	0.14142135623731
"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	9	0.18	0.388087934491604
Regulation of Glucokinase by Glucokinase Regulatory Protein	7	0.14	0.728711471134677
Transcriptional regulation of white adipocyte differentiation	15	0.3	0.580288457473997
COX reactions	0	0	0
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	7	0.14	0.404565778814466
Centrosome maturation	11	0.22	0.678834535458098
APC/C:Cdc20 mediated degradation of Securin	9	0.18	0.62889602008729
GRB2 events in ERBB2 signaling	5	0.1	0.364215679542342
Toll Like Receptor TLR6:TLR2 Cascade	17	0.34	0.745325569185462
Energy dependent regulation of mTOR by LKB1-AMPK	1	0.02	0.14142135623731
Biotin transport and metabolism	2	0.04	0.197948663722157
Ubiquitin-dependent degradation of Cyclin D	9	0.18	0.62889602008729
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	1	0.02	0.14142135623731
Removal of aminoterminal propeptides from gamma-carboxylated proteins	3	0.06	0.239897937482095
FGFR1b ligand binding and activation	2	0.04	0.197948663722157
Highly calcium permeable nicotinic acetylcholine receptors	3	0.06	0.239897937482095
Creatine metabolism	4	0.08	0.340467865366085
Sperm Motility And Taxes	2	0.04	0.197948663722157
Cell Cycle Checkpoints	23	0.46	0.930437685024788
G2/M Checkpoints	6	0.12	0.328260722659316
Keratan sulfate biosynthesis	9	0.18	0.660550172668394
Respiratory electron transport	2	0.04	0.197948663722157
Prostacyclin signalling through prostacyclin receptor	1	0.02	0.14142135623731
Abacavir transmembrane transport	1	0.02	0.14142135623731
APC truncation mutants have impaired AXIN binding	18	0.36	1.04510520903839
Arachidonic acid metabolism	13	0.26	0.943506270054764
TWIK-related alkaline pH activated K+ channel (TALK)	0	0	0
Amine compound SLC transporters	5	0.1	0.303045763365663
Synthesis of Dolichyl-phosphate	1	0.02	0.14142135623731
Virus Assembly and Release	1	0.02	0.14142135623731
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	21	0.42	0.859283042389861
Defensins	2	0.04	0.197948663722157
Glucose metabolism	9	0.18	0.660550172668394
Ion channel transport	44	0.88	1.68595639907793
Transport of Mature Transcript to Cytoplasm	13	0.26	0.921622349502246
RNA Polymerase II Pre-transcription Events	13	0.26	0.564602081296272
SUMO is conjugated to E1 (UBA2:SAE1)	0	0	0
Inactivation of Cdc42 and Rac	3	0.06	0.239897937482095
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	0	0	0
Glycosaminoglycan metabolism	30	0.6	1.16057691494799
Signalling to p38 via RIT and RIN	2	0.04	0.197948663722157
Formation of ATP by chemiosmotic coupling	0	0	0
Gene Expression	161	3.22	6.11218254882853
RNA Polymerase III Transcription	6	0.12	0.435187034620795
NOTCH1 Intracellular Domain Regulates Transcription	12	0.24	0.476380914300945
NRAGE signals death through JNK	14	0.28	0.496518491342365
"Base-Excision Repair, AP Site Formation"	0	0	0
Cellular response to hypoxia	5	0.1	0.364215679542342
CD28 dependent PI3K/Akt signaling	8	0.16	0.650274667242345
"Interleukin-3, 5 and GM-CSF signaling"	11	0.22	0.887325723043973
Association of TriC/CCT with target proteins during biosynthesis	9	0.18	0.481917936955229
NOTCH2 Activation and Transmission of Signal to the Nucleus	2	0.04	0.197948663722157
Pyrimidine catabolism	4	0.08	0.340467865366085
WNT mediated activation of DVL	2	0.04	0.197948663722157
Branched-chain amino acid catabolism	4	0.08	0.27404751561787
Passive transport by Aquaporins	1	0.02	0.14142135623731
RSK activation	1	0.02	0.14142135623731
Electron transport from NADPH to Ferredoxin	0	0	0
Biological oxidations	54	1.08	1.57583796950145
SMAC binds to IAPs	2	0.04	0.197948663722157
Lipoprotein metabolism	8	0.16	0.618094504365255
Constitutive PI3K/AKT Signaling in Cancer	50	1	1.55182578445717
Gap junction trafficking and regulation	2	0.04	0.197948663722157
N-Glycan antennae elongation	2	0.04	0.197948663722157
Metabolism of lipids and lipoproteins	105	2.1	4.66533022651655
MPS IIIA - Sanfilippo syndrome A	30	0.6	1.16057691494799
Regulation of mRNA stability by proteins that bind AU-rich elements	14	0.28	0.671276578541185
Ephrin signaling	3	0.06	0.313635691430002
Asparagine N-linked glycosylation	23	0.46	0.813408048313529
Metabolism of carbohydrates	55	1.1	2.35822485988845
GAB1 signalosome	52	1.04	1.66549618763311
Cyclin E associated events during G1/S transition	15	0.3	0.814411017927956
Regulation of signaling by NODAL	0	0	0
ECM proteoglycans	15	0.3	0.677630927178938
Transcriptional regulation of pluripotent stem cells	10	0.2	0.534522483824849
Na+-dependent glucose transporters	0	0	0
RNA Polymerase I Transcription Initiation	17	0.34	0.65807387464463
Regulation of activated PAK-2p34 by proteasome mediated degradation	10	0.2	0.63887656499994
Cell Cycle	80	1.6	3.01018678652935
Gap junction trafficking	2	0.04	0.197948663722157
NOTCH2 intracellular domain regulates transcription	4	0.08	0.27404751561787
Activation of the AP-1 family of transcription factors	2	0.04	0.197948663722157
NGF signalling via TRKA from the plasma membrane	69	1.38	2.22132521578577
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	2	0.04	0.197948663722157
Presynaptic phase of homologous DNA pairing and strand exchange	0	0	0
Activation of the pre-replicative complex	5	0.1	0.303045763365663
Mitotic Metaphase and Anaphase	27	0.54	1.4874989281423
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	6	0.12	0.385449644663773
Plasmalogen biosynthesis	1	0.02	0.14142135623731
Phosphate bond hydrolysis by NUDT proteins	0	0	0
Formation of a pool of free 40S subunits	4	0.08	0.340467865366085
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	10	0.2	0.63887656499994
Cross-presentation of particulate exogenous antigens (phagosomes)	5	0.1	0.364215679542342
Hexose transport	12	0.24	0.770899289327545
Signaling by FGFR2 mutants	6	0.12	0.385449644663773
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	3	0.06	0.239897937482095
RNA Polymerase I Transcription	19	0.38	0.696639162299235
"SUMO is transferred from E1 to E2 (UBE2I, UBC9)"	0	0	0
mRNA 3'-end processing	7	0.14	0.404565778814466
Formation of tubulin folding intermediates by CCT/TriC	4	0.08	0.340467865366085
Regulation of gene expression in beta cells	5	0.1	0.364215679542342
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	2	0.04	0.197948663722157
Methylation	1	0.02	0.14142135623731
PI and PC transport between ER and Golgi membranes	0	0	0
GABA A (rho) receptor activation	0	0	0
Axonal growth inhibition (RHOA activation)	1	0.02	0.14142135623731
Transport of Mature mRNA Derived from an Intronless Transcript	7	0.14	0.728711471134677
RNA Polymerase II Transcription Initiation	9	0.18	0.388087934491604
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	4	0.08	0.27404751561787
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	1	0.02	0.14142135623731
Negative regulation of the PI3K/AKT network	7	0.14	0.49528388066742
Reuptake of GABA	0	0	0
"Incretin synthesis, secretion, and inactivation"	3	0.06	0.239897937482095
Klotho-mediated ligand binding	4	0.08	0.340467865366085
Muscarinic acetylcholine receptors	2	0.04	0.197948663722157
CD28 co-stimulation	10	0.2	0.728431359084684
Beta-oxidation of pristanoyl-CoA	0	0	0
Integrin cell surface interactions	17	0.34	0.557325977232319
Polymerase switching on the C-strand of the telomere	2	0.04	0.197948663722157
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	1	0.02	0.14142135623731
Uptake and actions of bacterial toxins	5	0.1	0.364215679542342
Electric Transmission Across Gap Junctions	0	0	0
Adrenaline signalling through Alpha-2 adrenergic receptor	0	0	0
Glyoxylate metabolism	1	0.02	0.14142135623731
Homologous Recombination Repair	3	0.06	0.239897937482095
G1/S-Specific Transcription	3	0.06	0.239897937482095
Downregulation of SMAD2/3:SMAD4 transcriptional activity	8	0.16	0.370328039909021
Sema4D mediated inhibition of cell attachment and migration	1	0.02	0.14142135623731
Kinesins	11	0.22	0.464670170494017
Switching of origins to a post-replicative state	16	0.32	0.740656079818041
SHC1 events in ERBB4 signaling	2	0.04	0.197948663722157
Late Phase of HIV Life Cycle	23	0.46	1.32803368533624
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	9	0.18	0.388087934491604
Processing-defective Hh variants abrogate ligand secretion	11	0.22	0.789988375011342
Purine catabolism	2	0.04	0.197948663722157
The activation of arylsulfatases	7	0.14	0.350509832753866
PERK regulates gene expression	6	0.12	0.385449644663773
MPS IV - Morquio syndrome B	30	0.6	1.16057691494799
CS/DS degradation	1	0.02	0.14142135623731
Repair synthesis of patch ~27-30 bases long  by DNA polymerase	2	0.04	0.197948663722157
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	4	0.08	0.27404751561787
Uncoating of the Influenza Virion	0	0	0
G2/M Transition	17	0.34	1.06157372589482
Activation of NMDA receptor upon glutamate binding and postsynaptic events	9	0.18	0.437525509460387
Agmatine biosynthesis	0	0	0
Elongation arrest and recovery	7	0.14	0.49528388066742
Formation of incision complex in GG-NER	2	0.04	0.197948663722157
Platelet degranulation	21	0.42	0.758354825142114
EGFR Transactivation by Gastrin	2	0.04	0.197948663722157
Synthesis of bile acids and bile salts	10	0.2	0.571428571428571
Vpr-mediated nuclear import of PICs	7	0.14	0.728711471134677
Activation of RAS in B cells	0	0	0
Signaling by FGFR1 amplification mutants	2	0.04	0.197948663722157
Eicosanoids	2	0.04	0.282842712474619
Signaling by NOTCH1 PEST Domain Mutants in Cancer	16	0.32	0.551065757771026
Toxicity of botulinum toxin type A (BoNT/A)	2	0.04	0.197948663722157
Smooth Muscle Contraction	5	0.1	0.303045763365663
Extension of Telomeres	3	0.06	0.239897937482095
RNA Polymerase II Transcription Termination	7	0.14	0.404565778814466
Fatty acids	2	0.04	0.282842712474619
"GABA synthesis, release, reuptake and degradation"	3	0.06	0.239897937482095
Transcription	39	0.78	1.35962179615194
SHC-mediated cascade	9	0.18	0.522552604519197
Frs2-mediated activation	3	0.06	0.239897937482095
Potassium Channels	25	0.5	1.0546302185881
Amine ligand-binding receptors	9	0.18	0.437525509460387
Non-integrin membrane-ECM interactions	17	0.34	0.745325569185462
Cellular responses to stress	51	1.02	1.76692977119254
GABA synthesis	0	0	0
SIRT1 negatively regulates rRNA Expression	5	0.1	0.364215679542342
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	0	0	0
Cell surface interactions at the vascular wall	14	0.28	0.729551161988783
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	10	0.2	0.67005939426049
FGFR1 ligand binding and activation	7	0.14	0.350509832753866
Insulin effects increased synthesis of Xylulose-5-Phosphate	1	0.02	0.14142135623731
Netrin mediated repulsion signals	3	0.06	0.239897937482095
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	5	0.1	0.303045763365663
GABA A receptor activation	3	0.06	0.239897937482095
Autointegration results in viral DNA circles	0	0	0
EGFR interacts with phospholipase C-gamma	7	0.14	0.404565778814466
Reverse Transcription of HIV RNA	0	0	0
FMO oxidizes nucleophiles	0	0	0
HATs acetylate histones	21	0.42	0.835195198985341
Signaling by FGFR	55	1.1	1.55511007550552
Beta-oxidation of very long chain fatty acids	1	0.02	0.14142135623731
IRF3 mediated activation of type 1 IFN	0	0	0
Activation of C3 and C5	4	0.08	0.340467865366085
Formation of the HIV-1 Early Elongation Complex	6	0.12	0.328260722659316
Glucocorticoid biosynthesis	1	0.02	0.14142135623731
Proline catabolism	0	0	0
Cellular response to heat stress	13	0.26	0.564602081296272
DNA Repair	14	0.28	0.572855361593241
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	7	0.14	0.350509832753866
SHC1 events in EGFR signaling	3	0.06	0.239897937482095
Mitotic Telophase/Cytokinesis	5	0.1	0.303045763365663
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	11	0.22	0.464670170494017
DCC mediated attractive signaling	5	0.1	0.303045763365663
EPH-Ephrin signaling	28	0.56	0.836903915192961
WNT5A-dependent internalization of FZD4	3	0.06	0.239897937482095
Signaling by Hippo	5	0.1	0.303045763365663
Activation of Ca-permeable Kainate Receptor	1	0.02	0.14142135623731
Class I MHC mediated antigen processing & presentation	40	0.8	1.79568644142522
Signalling to ERKs	8	0.16	0.509501557146486
Chondroitin sulfate biosynthesis	2	0.04	0.197948663722157
Cohesin Loading onto Chromatin	5	0.1	0.303045763365663
Response to elevated platelet cytosolic Ca2+	21	0.42	0.758354825142114
G beta:gamma signalling through PI3Kgamma	4	0.08	0.340467865366085
Mitotic Prometaphase	21	0.42	0.949543391879078
Calmodulin induced events	4	0.08	0.27404751561787
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	4	0.08	0.27404751561787
Metabolism of RNA	32	0.64	1.89262801847762
The canonical retinoid cycle in rods (twilight vision)	1	0.02	0.14142135623731
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus"	0	0	0
SMAD2/3 Phosphorylation Motif Mutants in Cancer	13	0.26	0.527218345349884
PKA-mediated phosphorylation of CREB	4	0.08	0.27404751561787
Pyrimidine biosynthesis	1	0.02	0.14142135623731
Signaling by Insulin receptor	23	0.46	1.21571344636533
Signalling to ERK5	0	0	0
GABA receptor activation	5	0.1	0.303045763365663
Synthesis of Leukotrienes (LT) and Eoxins (EX)	6	0.12	0.385449644663773
Class B/2 (Secretin family receptors)	15	0.3	0.762648446573665
O-linked glycosylation	39	0.78	1.43270829592925
TCR signaling	16	0.32	0.68332918532008
Processive synthesis on the C-strand of the telomere	0	0	0
The NLRP1 inflammasome	5	0.1	0.364215679542342
O-linked glycosylation of mucins	22	0.44	1.03332236114429
Signaling by the B Cell Receptor (BCR)	65	1.3	2.06278986831338
Signaling by VEGF	32	0.64	1.13856336258122
AKT-mediated inactivation of FOXO1A	2	0.04	0.197948663722157
Metabolism of Angiotensinogen to Angiotensins	2	0.04	0.197948663722157
Removal of DNA patch containing abasic residue	0	0	0
Calcitonin-like ligand receptors	0	0	0
Activation of Kainate Receptors upon glutamate binding	2	0.04	0.197948663722157
Synthesis of GDP-mannose	0	0	0
Vitamins B6 activation to pyridoxal phosphate	1	0.02	0.14142135623731
HCN channels	0	0	0
E2F mediated regulation of DNA replication	7	0.14	0.404565778814466
MPS IIIC - Sanfilippo syndrome C	30	0.6	1.16057691494799
G1 Phase	11	0.22	0.581693516328638
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	19	0.38	1.06694299141931
FGFR ligand binding and activation	9	0.18	0.522552604519197
COPI Mediated Transport	2	0.04	0.197948663722157
Nef mediated downregulation of CD28 cell surface expression	2	0.04	0.197948663722157
Removal of the Flap Intermediate from the C-strand	0	0	0
DNA replication initiation	0	0	0
Nectin/Necl  trans heterodimerization	3	0.06	0.239897937482095
EPHA-mediated growth cone collapse	12	0.24	0.4314191105869
Acyl chain remodeling of DAG and TAG	1	0.02	0.14142135623731
Transcription of the HIV genome	13	0.26	0.564602081296272
DARPP-32 events	4	0.08	0.27404751561787
Synthesis of glycosylphosphatidylinositol (GPI)	5	0.1	0.303045763365663
Signaling by GPCR	185	3.7	5.11201066716654
Heme degradation	0	0	0
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	2	0.04	0.197948663722157
NADPH regeneration	2	0.04	0.197948663722157
GABA B receptor activation	2	0.04	0.197948663722157
O2/CO2 exchange in erythrocytes	2	0.04	0.197948663722157
Transport of nucleotide sugars	0	0	0
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0	0	0
Post-Elongation Processing of Intronless pre-mRNA	1	0.02	0.14142135623731
Synthesis of PIPs at the plasma membrane	13	0.26	0.750781905341195
Separation of Sister Chromatids	27	0.54	1.4874989281423
Histidine catabolism	1	0.02	0.14142135623731
Dopamine clearance from the synaptic cleft	0	0	0
IGF1R signaling cascade	19	0.38	0.830293776384022
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0	0	0
Galactose catabolism	1	0.02	0.14142135623731
Cytochrome c-mediated apoptotic response	2	0.04	0.197948663722157
negative regulation of TCF-dependent signaling by DVL-interacting proteins	1	0.02	0.14142135623731
Eicosanoid ligand-binding receptors	3	0.06	0.239897937482095
Host Interactions of HIV factors	28	0.56	2.00163198721566
Deposition of new CENPA-containing nucleosomes at the centromere	5	0.1	0.303045763365663
"Transport of vitamins, nucleosides, and related molecules"	5	0.1	0.303045763365663
Neurofascin interactions	2	0.04	0.197948663722157
Facilitative Na+-independent glucose transporters	3	0.06	0.239897937482095
Class C/3 (Metabotropic glutamate/pheromone receptors)	11	0.22	0.41845195759648
Lysosphingolipid and LPA receptors	0	0	0
Unfolded Protein Response (UPR)	10	0.2	0.494871659305394
Myogenesis	18	0.36	0.631163486696415
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0	0	0
Ketone body metabolism	1	0.02	0.14142135623731
DSCAM interactions	3	0.06	0.239897937482095
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	19	0.38	1.06694299141931
eNOS activation	1	0.02	0.14142135623731
