Reactome Pathway	Sum	Avg	StdDev
Tat-mediated elongation of the HIV-1 transcript	5	0.15625	0.368902032628474
PECAM1 interactions	1	0.03125	0.176776695296637
Antigen processing: Ubiquitination & Proteasome degradation	10	0.3125	0.592289162160598
Metabolism of polyamines	1	0.03125	0.176776695296637
Elevation of cytosolic Ca2+ levels	1	0.03125	0.176776695296637
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	0	0	0
Mucopolysaccharidoses	12	0.375	0.707106781186548
Antagonism of Activin by Follistatin	0	0	0
SLBP independent Processing of Histone Pre-mRNAs	0	0	0
Mtb iron assimilation by chelation	0	0	0
M Phase	13	0.40625	0.712078964450505
mRNA Splicing - Major Pathway	10	0.3125	0.592289162160598
G2/M DNA replication checkpoint	0	0	0
Mitochondrial Fatty Acid Beta-Oxidation	2	0.0625	0.245934688418982
Calnexin/calreticulin cycle	2	0.0625	0.245934688418982
Vif-mediated degradation of APOBEC3G	5	0.15625	0.368902032628474
Sema4D induced cell migration and growth-cone collapse	5	0.15625	0.368902032628474
Fanconi Anemia pathway	4	0.125	0.336010752516124
p75NTR signals via NF-kB	4	0.125	0.336010752516124
RNA Polymerase I Promoter Escape	3	0.09375	0.296144581080299
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	2	0.0625	0.245934688418982
Phospholipid metabolism	9	0.28125	0.456803409399174
Neurotransmitter Release Cycle	2	0.0625	0.245934688418982
DNA Damage Recognition in GG-NER	0	0	0
Steroid hormones	1	0.03125	0.176776695296637
Adenosine P1 receptors	1	0.03125	0.176776695296637
NCAM1 interactions	3	0.09375	0.296144581080299
"Cell Cycle, Mitotic"	29	0.90625	1.08833625615047
Attachment of GPI anchor to uPAR	0	0	0
"Fatty acid, triacylglycerol, and ketone body metabolism"	15	0.46875	0.71771928199118
Defects in biotin (Btn) metabolism	6	0.1875	0.470929074859885
Cam-PDE 1 activation	0	0	0
Golgi to ER Retrograde Transport	2	0.0625	0.245934688418982
Bile salt and organic anion SLC transporters	2	0.0625	0.245934688418982
Interleukin receptor SHC signaling	2	0.0625	0.245934688418982
CDC6 association with the ORC:origin complex	1	0.03125	0.176776695296637
Sterols are 12-hydroxylated by CYP8B1	0	0	0
Activation of PKB	0	0	0
WNT ligand biogenesis and trafficking	9	0.28125	0.456803409399174
Synthesis of very long-chain fatty acyl-CoAs	2	0.0625	0.245934688418982
Androgen biosynthesis	1	0.03125	0.176776695296637
Tandem pore domain halothane-inhibited K+ channel (THIK)	0	0	0
Rap1 signalling	0	0	0
Hypusine synthesis from eIF5A-lysine	1	0.03125	0.176776695296637
Elastic fibre formation	5	0.15625	0.368902032628474
Sphingolipid metabolism	10	0.3125	0.535061045658012
G1/S DNA Damage Checkpoints	11	0.34375	0.60157722803504
Defective MUT causes methylmalonic aciduria mut type	6	0.1875	0.470929074859885
Amplification of signal from unattached  kinetochores via a MAD2  inhibitory signal	0	0	0
Regulation of Insulin Secretion	8	0.25	0.508000508000762
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	1	0.03125	0.176776695296637
Phase II conjugation	18	0.5625	0.800705334226059
PI3K events in ERBB4 signaling	23	0.71875	0.771858878961859
Rev-mediated nuclear export of HIV RNA	2	0.0625	0.245934688418982
Degradation of the extracellular matrix	13	0.40625	0.712078964450505
Bile acid and bile salt metabolism	2	0.0625	0.245934688418982
Hyaluronan uptake and degradation	0	0	0
Synthesis of IPs in the ER lumen	1	0.03125	0.176776695296637
Inositol phosphate metabolism	6	0.1875	0.470929074859885
Signaling by NOTCH2	2	0.0625	0.245934688418982
HS-GAG biosynthesis	2	0.0625	0.245934688418982
HS-GAG degradation	2	0.0625	0.245934688418982
Neurotransmitter uptake and Metabolism In Glial Cells	0	0	0
p75 NTR receptor-mediated signalling	16	0.5	0.672021505032247
Pyruvate metabolism	1	0.03125	0.176776695296637
Processing of DNA double-strand break ends	0	0	0
Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes	1	0.03125	0.176776695296637
Post NMDA receptor activation events	5	0.15625	0.447889315243931
Effects of PIP2 hydrolysis	1	0.03125	0.176776695296637
Inactivation of APC/C via direct inhibition of the APC/C complex	1	0.03125	0.176776695296637
The citric acid (TCA) cycle and respiratory electron transport	2	0.0625	0.245934688418982
AKT phosphorylates targets in the nucleus	1	0.03125	0.176776695296637
DAP12 signaling	30	0.9375	0.981687158630159
Regulation of IFNA signaling	2	0.0625	0.245934688418982
PI-3K cascade	23	0.71875	0.771858878961859
Hyaluronan biosynthesis and export	1	0.03125	0.176776695296637
Oncogene Induced Senescence	6	0.1875	0.535061045658012
Inhibition of PKR	0	0	0
L13a-mediated translational silencing of Ceruloplasmin expression	2	0.0625	0.245934688418982
Fusion of the Influenza Virion to the Host Cell Endosome	0	0	0
Intrinsic Pathway for Apoptosis	9	0.28125	0.522671487524399
Peptide chain elongation	2	0.0625	0.245934688418982
Serotonin Neurotransmitter Release Cycle	2	0.0625	0.245934688418982
Release	0	0	0
Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	2	0.0625	0.245934688418982
IRS-mediated signalling	5	0.15625	0.368902032628474
CRMPs in Sema3A signaling	1	0.03125	0.176776695296637
RNA Polymerase III Transcription Initiation From Type 2 Promoter	1	0.03125	0.176776695296637
Viral mRNA Translation	3	0.09375	0.296144581080299
Hyaluronan metabolism	1	0.03125	0.176776695296637
SCF(Skp2)-mediated degradation of p27/p21	7	0.21875	0.420013440645154
Regulation of thyroid hormone activity	0	0	0
Cyclin D associated events in G1	6	0.1875	0.470929074859885
TRAF6 mediated IRF7 activation	3	0.09375	0.296144581080299
Transcriptional activation of p53 responsive genes	3	0.09375	0.296144581080299
Formation of the Editosome	1	0.03125	0.176776695296637
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	8	0.25	0.508000508000762
Cell-cell junction organization	9	0.28125	0.728868986855663
Beta oxidation of myristoyl-CoA to lauroyl-CoA	1	0.03125	0.176776695296637
snRNP Assembly	3	0.09375	0.296144581080299
ATM mediated phosphorylation of repair proteins	2	0.0625	0.245934688418982
Inflammasomes	4	0.125	0.336010752516124
activated TAK1 mediates p38 MAPK activation	2	0.0625	0.245934688418982
Dissolution of Fibrin Clot	0	0	0
Retinoid metabolism and transport	5	0.15625	0.368902032628474
"Synthesis of IP2, IP, and Ins in the cytosol"	0	0	0
Acyl chain remodelling of PE	0	0	0
CREB phosphorylation through the activation of CaMKII	1	0.03125	0.176776695296637
Activation of Genes by ATF4	2	0.0625	0.245934688418982
Downstream signaling of activated FGFR	25	0.78125	0.792479774851313
Peptide ligand-binding receptors	6	0.1875	0.396557769456266
Formation of editosomes by ADAR proteins	1	0.03125	0.176776695296637
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0	0	0
NrCAM interactions	4	0.125	0.336010752516124
The proton buffering model	0	0	0
Synthesis of PA	2	0.0625	0.245934688418982
Regulation by TREX1	0	0	0
Removal of licensing factors from origins	9	0.28125	0.581120996783997
Membrane binding and targetting of GAG proteins	0	0	0
APC/C:Cdc20 mediated degradation of Cyclin B	0	0	0
Activation of Chaperones by ATF6-alpha	3	0.09375	0.296144581080299
Cytochrome P450 - arranged by substrate type	1	0.03125	0.176776695296637
Depyrimidination	0	0	0
Role of phospholipids in phagocytosis	3	0.09375	0.296144581080299
Packaging Of Telomere Ends	1	0.03125	0.176776695296637
PKA activation	2	0.0625	0.245934688418982
DNA Damage Bypass	0	0	0
Regulation of Glucokinase by Glucokinase Regulatory Protein	2	0.0625	0.245934688418982
COX reactions	0	0	0
Centrosome maturation	7	0.21875	0.490843579315079
GRB2 events in ERBB2 signaling	1	0.03125	0.176776695296637
APC/C:Cdc20 mediated degradation of Securin	4	0.125	0.336010752516124
Toll Like Receptor TLR6:TLR2 Cascade	9	0.28125	0.522671487524399
Energy dependent regulation of mTOR by LKB1-AMPK	0	0	0
Small Interfering RNA (siRNA) Biogenesis	0	0	0
Biotin transport and metabolism	0	0	0
Ubiquitin-dependent degradation of Cyclin D	4	0.125	0.336010752516124
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	1	0.03125	0.176776695296637
Removal of aminoterminal propeptides from gamma-carboxylated proteins	2	0.0625	0.245934688418982
FGFR1b ligand binding and activation	1	0.03125	0.176776695296637
Highly calcium permeable nicotinic acetylcholine receptors	1	0.03125	0.176776695296637
Creatine metabolism	1	0.03125	0.176776695296637
Sperm Motility And Taxes	1	0.03125	0.176776695296637
Cell Cycle Checkpoints	12	0.375	0.707106781186548
G2/M Checkpoints	2	0.0625	0.245934688418982
Keratan sulfate biosynthesis	3	0.09375	0.39015092199748
Respiratory electron transport	1	0.03125	0.176776695296637
Prostacyclin signalling through prostacyclin receptor	0	0	0
Transport of Glycerol from Adipocytes to the Liver by Aquaporins	0	0	0
Abacavir transmembrane transport	1	0.03125	0.176776695296637
Arachidonic acid metabolism	2	0.0625	0.245934688418982
TWIK-related alkaline pH activated K+ channel (TALK)	0	0	0
Amine compound SLC transporters	1	0.03125	0.176776695296637
Synthesis of Dolichyl-phosphate	1	0.03125	0.176776695296637
Virus Assembly and Release	1	0.03125	0.176776695296637
Electron Transport from NADPH to Ferredoxin	0	0	0
Defensins	1	0.03125	0.176776695296637
Glucose metabolism	2	0.0625	0.245934688418982
Ion channel transport	21	0.65625	0.901946819117474
Transport of Mature Transcript to Cytoplasm	6	0.1875	0.470929074859885
RNA Polymerase II Pre-transcription Events	7	0.21875	0.420013440645154
Inactivation of Cdc42 and Rac	0	0	0
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	0	0	0
Glycosaminoglycan metabolism	12	0.375	0.707106781186548
Signalling to p38 via RIT and RIN	1	0.03125	0.176776695296637
Formation of ATP by chemiosmotic coupling	0	0	0
mRNA Decay by 5' to 3' Exoribonuclease	3	0.09375	0.296144581080299
RNA Polymerase III Transcription	1	0.03125	0.176776695296637
NOTCH1 Intracellular Domain Regulates Transcription	9	0.28125	0.522671487524399
NRAGE signals death through JNK	8	0.25	0.43994134506406
"Base-Excision Repair, AP Site Formation"	0	0	0
Cellular response to hypoxia	1	0.03125	0.176776695296637
CD28 dependent PI3K/Akt signaling	3	0.09375	0.39015092199748
"Interleukin-3, 5 and GM-CSF signaling"	3	0.09375	0.296144581080299
Association of TriC/CCT with target proteins during biosynthesis	5	0.15625	0.447889315243931
NOTCH2 Activation and Transmission of Signal to the Nucleus	1	0.03125	0.176776695296637
Pyrimidine catabolism	2	0.0625	0.245934688418982
Branched-chain amino acid catabolism	2	0.0625	0.245934688418982
RSK activation	1	0.03125	0.176776695296637
Biological oxidations	19	0.59375	0.837021408752295
SMAC binds to IAPs	2	0.0625	0.245934688418982
Lipoprotein metabolism	2	0.0625	0.245934688418982
Gap junction trafficking and regulation	0	0	0
Constitutive PI3K/AKT Signaling in Cancer	22	0.6875	0.78030184399496
N-Glycan antennae elongation	0	0	0
Metabolism of lipids and lipoproteins	38	1.1875	1.28106558468256
MPS IIIA - Sanfilippo syndrome A	12	0.375	0.707106781186548
Asparagine N-linked glycosylation	9	0.28125	0.456803409399174
Metabolism of carbohydrates	21	0.65625	0.937029451804151
GAB1 signalosome	23	0.71875	0.771858878961859
Cyclin E associated events during G1/S transition	8	0.25	0.508000508000762
ECM proteoglycans	3	0.09375	0.296144581080299
Na+-dependent glucose transporters	0	0	0
RNA Polymerase I Transcription Initiation	4	0.125	0.336010752516124
Regulation of activated PAK-2p34 by proteasome mediated degradation	5	0.15625	0.368902032628474
Gap junction trafficking	0	0	0
NOTCH2 intracellular domain regulates transcription	2	0.0625	0.245934688418982
Activation of the AP-1 family of transcription factors	1	0.03125	0.176776695296637
NGF signalling via TRKA from the plasma membrane	30	0.9375	0.87758833761769
Nonsense-Mediated Decay	3	0.09375	0.296144581080299
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	1	0.03125	0.176776695296637
Presynaptic phase of homologous DNA pairing and strand exchange	0	0	0
Activation of the pre-replicative complex	2	0.0625	0.245934688418982
Mitotic Metaphase and Anaphase	9	0.28125	0.634206387491867
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	4	0.125	0.336010752516124
Plasmalogen biosynthesis	0	0	0
Phosphate bond hydrolysis by NUDT proteins	0	0	0
Formation of a pool of free 40S subunits	1	0.03125	0.176776695296637
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	5	0.15625	0.368902032628474
Cross-presentation of particulate exogenous antigens (phagosomes)	3	0.09375	0.39015092199748
Hexose transport	5	0.15625	0.368902032628474
Signaling by FGFR2 mutants	2	0.0625	0.245934688418982
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	2	0.0625	0.245934688418982
RNA Polymerase I Transcription	4	0.125	0.336010752516124
mRNA 3'-end processing	4	0.125	0.421211769587116
Formation of tubulin folding intermediates by CCT/TriC	2	0.0625	0.245934688418982
Regulation of gene expression in beta cells	3	0.09375	0.296144581080299
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	0	0	0
Methylation	0	0	0
Conjugation of SUMO to E1 (UBA2:SAE1)	0	0	0
"BoNT Light Chain Types B, D, and F cleave VAMP/Synaptobrevin"	1	0.03125	0.176776695296637
PI and PC transport between ER and Golgi membranes	0	0	0
GABA A (rho) receptor activation	0	0	0
Axonal growth inhibition (RHOA activation)	0	0	0
Transport of Mature mRNA Derived from an Intronless Transcript	2	0.0625	0.245934688418982
RNA Polymerase II Transcription Initiation	5	0.15625	0.368902032628474
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	3	0.09375	0.296144581080299
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	1	0.03125	0.176776695296637
Negative regulation of the PI3K/AKT network	3	0.09375	0.296144581080299
Reuptake of GABA	0	0	0
Klotho-mediated ligand binding	1	0.03125	0.176776695296637
Muscarinic acetylcholine receptors	0	0	0
CD28 co-stimulation	5	0.15625	0.574140311051396
Beta-oxidation of pristanoyl-CoA	0	0	0
Integrin cell surface interactions	5	0.15625	0.368902032628474
mRNA Processing	15	0.46875	0.671271062023142
Polymerase switching on the C-strand of the telomere	1	0.03125	0.176776695296637
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	1	0.03125	0.176776695296637
Electric Transmission Across Gap Junctions	0	0	0
Adrenaline signalling through Alpha-2 adrenergic receptor	0	0	0
Glyoxylate metabolism	1	0.03125	0.176776695296637
Homologous Recombination Repair	2	0.0625	0.245934688418982
G1/S-Specific Transcription	1	0.03125	0.176776695296637
Downregulation of SMAD2/3:SMAD4 transcriptional activity	6	0.1875	0.396557769456266
Sema4D mediated inhibition of cell attachment and migration	0	0	0
Kinesins	7	0.21875	0.490843579315079
Switching of origins to a post-replicative state	9	0.28125	0.581120996783997
SHC1 events in ERBB4 signaling	1	0.03125	0.176776695296637
Late Phase of HIV Life Cycle	11	0.34375	0.545324703509812
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	5	0.15625	0.368902032628474
Purine catabolism	2	0.0625	0.245934688418982
The activation of arylsulfatases	3	0.09375	0.296144581080299
MPS IV - Morquio syndrome B	12	0.375	0.707106781186548
CS/DS degradation	0	0	0
Repair synthesis of patch ~27-30 bases long  by DNA polymerase	1	0.03125	0.176776695296637
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	2	0.0625	0.245934688418982
Uncoating of the Influenza Virion	0	0	0
Regulation of mRNA Stability by Proteins that Bind AU-rich Elements	8	0.25	0.43994134506406
G2/M Transition	9	0.28125	0.522671487524399
Activation of NMDA receptor upon glutamate binding and postsynaptic events	6	0.1875	0.470929074859885
Agmatine biosynthesis	0	0	0
Elongation arrest and recovery	4	0.125	0.336010752516124
Formation of incision complex in GG-NER	1	0.03125	0.176776695296637
Platelet degranulation	8	0.25	0.43994134506406
EGFR Transactivation by Gastrin	1	0.03125	0.176776695296637
Synthesis of bile acids and bile salts	2	0.0625	0.245934688418982
Vpr-mediated nuclear import of PICs	2	0.0625	0.245934688418982
Translocation of BoNT Light chain	0	0	0
Signaling by FGFR1 amplification mutants	1	0.03125	0.176776695296637
Eicosanoids	0	0	0
Signaling by NOTCH1 PEST Domain Mutants in Cancer	11	0.34375	0.60157722803504
Smooth Muscle Contraction	2	0.0625	0.245934688418982
Extension of Telomeres	2	0.0625	0.245934688418982
RNA Polymerase II Transcription Termination	4	0.125	0.421211769587116
Fatty acids	0	0	0
"GABA synthesis, release, reuptake and degradation"	2	0.0625	0.245934688418982
Transcription	13	0.40625	0.665237042399659
SHC-mediated cascade	3	0.09375	0.296144581080299
Frs2-mediated activation	1	0.03125	0.176776695296637
Potassium Channels	13	0.40625	0.712078964450505
Amine ligand-binding receptors	3	0.09375	0.296144581080299
Processing and Activation of SUMO	0	0	0
Non-integrin membrane-ECM interactions	5	0.15625	0.447889315243931
Unfolded Protein Response	5	0.15625	0.368902032628474
GABA synthesis	0	0	0
Cell surface interactions at the vascular wall	7	0.21875	0.608243107169621
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	0	0	0
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	5	0.15625	0.447889315243931
FGFR1 ligand binding and activation	3	0.09375	0.296144581080299
Insulin effects increased synthesis of Xylulose-5-Phosphate	1	0.03125	0.176776695296637
Netrin mediated repulsion signals	2	0.0625	0.245934688418982
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	3	0.09375	0.296144581080299
GABA A receptor activation	2	0.0625	0.245934688418982
Autointegration results in viral DNA circles	0	0	0
EGFR interacts with phospholipase C-gamma	3	0.09375	0.296144581080299
mRNA Decay by 3' to 5' Exoribonuclease	1	0.03125	0.176776695296637
Reverse Transcription of HIV RNA	0	0	0
FMO oxidizes nucleophiles	0	0	0
Signaling by FGFR	26	0.8125	0.78030184399496
Beta-oxidation of very long chain fatty acids	0	0	0
IRF3 mediated activation of type 1 IFN	0	0	0
Activation of C3 and C5	1	0.03125	0.176776695296637
Formation of the HIV-1 Early Elongation Complex	4	0.125	0.336010752516124
Glucocorticoid biosynthesis	0	0	0
Proline catabolism	0	0	0
SHC1 events in EGFR signaling	1	0.03125	0.176776695296637
Mitotic Telophase/Cytokinesis	1	0.03125	0.176776695296637
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	8	0.25	0.508000508000762
DCC mediated attractive signaling	2	0.0625	0.245934688418982
Signaling by Hippo	2	0.0625	0.245934688418982
Activation of Ca-permeable Kainate Receptor	1	0.03125	0.176776695296637
Class I MHC mediated antigen processing & presentation	15	0.46875	0.761339015665291
Signalling to ERKs	3	0.09375	0.296144581080299
Chondroitin sulfate biosynthesis	1	0.03125	0.176776695296637
Cohesin Loading onto Chromatin	1	0.03125	0.176776695296637
Downstream Signaling Events Of B Cell Receptor (BCR)	30	0.9375	0.913606818798349
Response to elevated platelet cytosolic Ca2+	8	0.25	0.43994134506406
G beta:gamma signalling through PI3Kgamma	1	0.03125	0.176776695296637
Mitotic Prometaphase	7	0.21875	0.490843579315079
Calmodulin induced events	2	0.0625	0.245934688418982
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	3	0.09375	0.296144581080299
Metabolism of RNA	15	0.46875	0.71771928199118
The canonical retinoid cycle in rods (twilight vision)	1	0.03125	0.176776695296637
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus"	0	0	0
SMAD2/3 Phosphorylation Motif Mutants in Cancer	10	0.3125	0.535061045658012
PKA-mediated phosphorylation of CREB	2	0.0625	0.245934688418982
Pyrimidine biosynthesis	1	0.03125	0.176776695296637
Signaling by Insulin receptor	5	0.15625	0.368902032628474
Signalling to ERK5	0	0	0
GABA receptor activation	4	0.125	0.336010752516124
Synthesis of Leukotrienes (LT) and Eoxins (EX)	1	0.03125	0.176776695296637
Activation of Gene Expression by SREBP (SREBF)	4	0.125	0.336010752516124
Class B/2 (Secretin family receptors)	5	0.15625	0.368902032628474
TCR signaling	7	0.21875	0.420013440645154
Processive synthesis on the C-strand of the telomere	0	0	0
The NLRP1 inflammasome	2	0.0625	0.245934688418982
O-linked glycosylation of mucins	11	0.34375	0.545324703509812
Signaling by the B Cell Receptor (BCR)	31	0.96875	0.999495840653612
Signaling by VEGF	2	0.0625	0.245934688418982
AKT-mediated inactivation of FOXO1A	1	0.03125	0.176776695296637
Metabolism of Angiotensinogen to Angiotensins	0	0	0
Mitochondrial Iron-Sulfur Cluster Biogenesis	0	0	0
Removal of DNA patch containing abasic residue	0	0	0
Calcitonin-like ligand receptors	0	0	0
Activation of Kainate Receptors upon glutamate binding	2	0.0625	0.245934688418982
Synthesis of GDP-mannose	0	0	0
Vitamins B6 activation to pyridoxal phosphate	0	0	0
HCN channels	0	0	0
E2F mediated regulation of DNA replication	3	0.09375	0.296144581080299
MPS IIIC - Sanfilippo syndrome C	12	0.375	0.707106781186548
G1 Phase	6	0.1875	0.470929074859885
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	6	0.1875	0.470929074859885
FGFR ligand binding and activation	3	0.09375	0.296144581080299
COPI Mediated Transport	2	0.0625	0.245934688418982
Nef mediated downregulation of CD28 cell surface expression	0	0	0
Removal of the Flap Intermediate from the C-strand	0	0	0
DNA replication initiation	0	0	0
Nectin/Necl  trans heterodimerization	0	0	0
Acyl chain remodeling of DAG and TAG	0	0	0
Transcription of the HIV genome	7	0.21875	0.420013440645154
DARPP-32 events	1	0.03125	0.176776695296637
Synthesis of glycosylphosphatidylinositol (GPI)	3	0.09375	0.296144581080299
Signaling by GPCR	81	2.53125	1.68454789569879
Heme degradation	0	0	0
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	1	0.03125	0.176776695296637
NADPH regeneration	1	0.03125	0.176776695296637
GABA B receptor activation	2	0.0625	0.245934688418982
O2/CO2 exchange in erythrocytes	1	0.03125	0.176776695296637
Transport of nucleotide sugars	0	0	0
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0	0	0
Post-Elongation Processing of Intronless pre-mRNA	0	0	0
Synthesis of PIPs at the plasma membrane	4	0.125	0.336010752516124
Separation of Sister Chromatids	9	0.28125	0.634206387491867
Histidine catabolism	0	0	0
Dopamine clearance from the synaptic cleft	0	0	0
IGF1R signaling cascade	6	0.1875	0.396557769456266
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0	0	0
Galactose catabolism	0	0	0
Cytochrome c-mediated apoptotic response	2	0.0625	0.245934688418982
Eicosanoid ligand-binding receptors	0	0	0
Host Interactions of HIV factors	9	0.28125	0.522671487524399
Translocation of GLUT4 to the Plasma Membrane	9	0.28125	0.634206387491867
"Transport of vitamins, nucleosides, and related molecules"	1	0.03125	0.176776695296637
Neurofascin interactions	1	0.03125	0.176776695296637
Facilitative Na+-independent glucose transporters	2	0.0625	0.245934688418982
Class C/3 (Metabotropic glutamate/pheromone receptors)	6	0.1875	0.396557769456266
Lysosphingolipid and LPA receptors	0	0	0
Myogenesis	9	0.28125	0.522671487524399
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0	0	0
Ketone body metabolism	0	0	0
DSCAM interactions	2	0.0625	0.245934688418982
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	6	0.1875	0.470929074859885
eNOS activation	1	0.03125	0.176776695296637
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	1	0.03125	0.176776695296637
Recruitment of repair and signaling proteins to double-strand breaks	2	0.0625	0.245934688418982
Nucleosome assembly	2	0.0625	0.245934688418982
Eukaryotic Translation Termination	1	0.03125	0.176776695296637
Activation of Rac	2	0.0625	0.245934688418982
Translocation of ZAP-70 to Immunological synapse	1	0.03125	0.176776695296637
Basigin interactions	3	0.09375	0.296144581080299
MASTL Facilitates Mitotic Progression	0	0	0
Miscellaneous substrates	0	0	0
FCERI mediated Ca+2 mobilization	7	0.21875	0.490843579315079
Apoptotic cleavage of cellular proteins	7	0.21875	0.420013440645154
Recruitment of NuMA to mitotic centrosomes	0	0	0
Cysteine formation from homocysteine	1	0.03125	0.176776695296637
Translesion synthesis by HREV1	0	0	0
Stabilization of p53	8	0.25	0.508000508000762
Opsins	2	0.0625	0.245934688418982
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	0	0	0
CDK-mediated phosphorylation and removal of Cdc6	4	0.125	0.336010752516124
Inhibition of HSL	0	0	0
Signaling by FGFR3 mutants	1	0.03125	0.176776695296637
Activation and oligomerization of BAK protein	0	0	0
NICD traffics to nucleus	4	0.125	0.336010752516124
"Formation of the ternary complex, and subsequently, the 43S complex"	0	0	0
Sperm:Oocyte Membrane Binding	0	0	0
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	1	0.03125	0.176776695296637
Signaling by NOTCH1 HD Domain Mutants in Cancer	11	0.34375	0.60157722803504
Assembly of Viral Components at the Budding Site	1	0.03125	0.176776695296637
G protein gated Potassium channels	0	0	0
Telomere C-strand (Lagging Strand) Synthesis	1	0.03125	0.176776695296637
Regulation of Hypoxia-inducible Factor (HIF) by Oxygen	1	0.03125	0.176776695296637
YAP1- and WWTR1 (TAZ)-stimulated gene expression	2	0.0625	0.245934688418982
Insulin Processing	2	0.0625	0.245934688418982
Transfer of LPS from LBP carrier to CD14	0	0	0
Interactions of Tat with host cellular proteins	0	0	0
Nitric oxide stimulates guanylate cyclase	2	0.0625	0.245934688418982
Regulation of mitotic cell cycle	6	0.1875	0.470929074859885
Signalling to STAT3	0	0	0
RNA Polymerase I Chain Elongation	3	0.09375	0.296144581080299
N-glycan antennae elongation in the medial/trans-Golgi	1	0.03125	0.176776695296637
Olfactory Signaling Pathway	40	1.25	1.10716143882132
Ubiquinol biosynthesis	0	0	0
Dual incision reaction in TC-NER	3	0.09375	0.296144581080299
FasL/ CD95L signaling	0	0	0
Influenza Infection	8	0.25	0.508000508000762
"Polyamines are oxidized to amines, aldehydes and H2O2 by PAOs"	0	0	0
Platelet Adhesion to exposed collagen	0	0	0
"Synthesis, Secretion, and Deacylation of Ghrelin"	0	0	0
Conjugation of phenylacetate with glutamine	0	0	0
Deposition of New CENPA-containing Nucleosomes at the Centromere	2	0.0625	0.245934688418982
Vitamin B1 (thiamin) metabolism	0	0	0
Budding and maturation of HIV virion	1	0.03125	0.176776695296637
Arachidonate production from DAG	0	0	0
RAF/MAP kinase cascade	0	0	0
Glycogen breakdown (glycogenolysis)	0	0	0
Extrinsic Pathway	0	0	0
FCGR activation	1	0.03125	0.176776695296637
Assembly Of The HIV Virion	1	0.03125	0.176776695296637
Cleavage of the damaged purine	0	0	0
FGFR2c ligand binding and activation	1	0.03125	0.176776695296637
"Formation of the active cofactor, UDP-glucuronate"	0	0	0
"BoNT Light Chain Types A, C1, E cleave SNAP-25"	0	0	0
Metabolism of non-coding RNA	3	0.09375	0.296144581080299
Cleavage of the damaged pyrimidine	0	0	0
Condensation of Prometaphase Chromosomes	1	0.03125	0.176776695296637
Import of palmitoyl-CoA into the mitochondrial matrix	0	0	0
Stabilization of mRNA by HuR	2	0.0625	0.245934688418982
Netrin-1 signaling	9	0.28125	0.522671487524399
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	1	0.03125	0.176776695296637
Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	6	0.1875	0.470929074859885
Role of second messengers in netrin-1 signaling	2	0.0625	0.245934688418982
Acyl chain remodelling of PI	0	0	0
Loss of Function of SMAD2/3 in Cancer	10	0.3125	0.535061045658012
Vitamin B2 (riboflavin) metabolism	0	0	0
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0	0	0
Formation of HIV-1 elongation complex containing HIV-1 Tat	5	0.15625	0.368902032628474
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	11	0.34375	0.60157722803504
Unwinding of DNA	1	0.03125	0.176776695296637
