Reactome Pathway	Sum	Avg	StdDev
Recruitment of mitotic centrosome proteins and complexes	82	1.64	2.01787926662967
Host Interactions with Influenza Factors	2	0.04	0.282842712474619
"Biosynthesis of A2E, implicated in retinal degradation"	1	0.02	0.14142135623731
Regulation of KIT signaling	14	0.28	0.607436903584837
N-glycan trimming and elongation in the cis-Golgi	5	0.1	0.303045763365663
RNA Polymerase II Promoter Escape	58	1.16	1.71856608477972
Citric acid cycle (TCA cycle)	17	0.34	0.592814112035612
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	10	0.2	0.571428571428571
Digestion of dietary lipid	7	0.14	0.350509832753866
RNA Polymerase I Promoter Clearance	85	1.7	2.24290263830108
Fc epsilon receptor (FCERI) signaling	265	5.3	5.71874825749946
Nonhomologous End-joining (NHEJ)	7	0.14	0.404565778814466
Apoptosis induced DNA fragmentation	10	0.2	0.494871659305394
Orexin and neuropeptides FF and QRFP bind to their respective receptors	13	0.26	0.527218345349884
Regulation of Apoptosis	76	1.52	2.36677684902088
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	19	0.38	0.725342987130635
Apoptosis	235	4.7	4.95798675402236
mRNA Capping	40	0.8	1.32480264221367
Endosomal Sorting Complex Required For Transport (ESCRT)	42	0.84	1.46189700633897
Post-translational protein modification	363	7.26	8.20355821256476
Hydroxycarboxylic acid-binding receptors	3	0.06	0.424264068711929
NRIF signals cell death from the nucleus	10	0.2	0.571428571428571
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	1	0.02	0.14142135623731
Signaling by Hedgehog	82	1.64	2.81946586343975
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	23	0.46	0.97331749125119
Collagen biosynthesis and modifying enzymes	105	2.1	2.97780908366798
Cross-presentation of soluble exogenous antigens (endosomes)	67	1.34	2.20953407222576
Regulation of gene expression in early pancreatic precursor cells	10	0.2	0.571428571428571
Retinoid cycle disease events	16	0.32	0.740656079818041
COPII (Coat Protein 2) Mediated Vesicle Transport	8	0.16	0.467734444106997
Constitutive Signaling by NOTCH1 PEST Domain Mutants	86	1.72	2.01058423837248
A tetrasaccharide linker sequence is required for GAG synthesis	43	0.86	1.3998542198153
p53-Dependent G1/S DNA damage checkpoint	91	1.82	2.27398777660815
Platelet calcium homeostasis	35	0.7	1.23304832154515
Phase 1 - Functionalization of compounds	88	1.76	2.59166639324539
RAF phosphorylates MEK	6	0.12	0.385449644663773
Pentose phosphate pathway (hexose monophosphate shunt)	11	0.22	0.41845195759648
IRS activation	10	0.2	0.494871659305394
Cytokine Signaling in Immune system	335	6.7	6.66471059738821
PI3K Cascade	122	2.44	3.018040991864
Assembly of the pre-replicative complex	77	1.54	2.83714429578441
Trafficking of dietary sterols	1	0.02	0.14142135623731
ER-Phagosome pathway	67	1.34	2.18164888025885
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	14	0.28	0.536047515408392
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	104	2.08	2.75414344623678
Scavenging by Class A Receptors	20	0.4	0.782460796435952
Translocation of GLUT4 to the plasma membrane	109	2.18	3.15381207624121
SHC-mediated signalling	22	0.44	0.674914960629584
degradation of AXIN	69	1.38	2.33771212068203
Activation of G protein gated Potassium channels	10	0.2	0.571428571428571
Dual incision reaction in GG-NER	28	0.56	1.19795744532781
Dopamine receptors	7	0.14	0.350509832753866
PI3K/AKT activation	167	3.34	3.57205708755259
Adherens junctions interactions	32	0.64	1.39620476832807
CaM pathway	31	0.62	1.04764069241709
Recognition and association of DNA glycosylase with site containing an affected purine	3	0.06	0.239897937482095
Thyroxine biosynthesis	6	0.12	0.328260722659316
Mitochondrial protein import	50	1	1.92724822331886
Tat-mediated elongation of the HIV-1 transcript	47	0.94	1.40567363472
PECAM1 interactions	15	0.3	0.707106781186548
Antigen processing: Ubiquitination & Proteasome degradation	264	5.28	6.73110355751869
Metabolism of polyamines	20	0.4	0.808122035641769
Elevation of cytosolic Ca2+ levels	23	0.46	0.97331749125119
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	2	0.04	0.197948663722157
Mucopolysaccharidoses	177	3.54	4.28195072844333
Antagonism of Activin by Follistatin	4	0.08	0.27404751561787
SLBP independent Processing of Histone Pre-mRNAs	10	0.2	0.404061017820884
Mtb iron assimilation by chelation	0	0	0
M Phase	337	6.74	8.46556048266825
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"	13	0.26	0.486973158544552
mRNA Splicing - Major Pathway	139	2.78	4.4229918768699
G2/M DNA replication checkpoint	11	0.22	0.545482374058194
Mitochondrial Fatty Acid Beta-Oxidation	20	0.4	0.63887656499994
Negative epigenetic regulation of rRNA expression	86	1.72	2.1384717029902
Calnexin/calreticulin cycle	13	0.26	0.694291593155592
Fanconi Anemia pathway	40	0.8	1.14285714285714
Sema4D induced cell migration and growth-cone collapse	32	0.64	1.02539191113865
Vif-mediated degradation of APOBEC3G	68	1.36	2.02796771700747
p75NTR signals via NF-kB	20	0.4	0.782460796435952
RNA Polymerase I Promoter Escape	43	0.86	1.34027106609531
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	11	0.22	0.545482374058194
Phospholipid metabolism	200	4	3.49343407446785
Neurotransmitter Release Cycle	58	1.16	1.59540155523585
DNA Damage Recognition in GG-NER	6	0.12	0.385449644663773
Adenosine P1 receptors	3	0.06	0.239897937482095
Steroid hormones	55	1.1	1.31319830791787
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	13	0.26	0.694291593155592
"Cell Cycle, Mitotic"	537	10.74	13.2923332206569
NCAM1 interactions	51	1.02	1.93243000242847
"Fatty acid, triacylglycerol, and ketone body metabolism"	239	4.78	4.95403360703093
Attachment of GPI anchor to uPAR	12	0.24	0.555492059863531
Defects in biotin (Btn) metabolism	129	2.58	3.429107101011
PRC2 methylates histones and DNA	38	0.76	1.36366852157505
S37 mutants of beta-catenin aren't phosphorylated	101	2.02	2.78838699624287
Cam-PDE 1 activation	6	0.12	0.328260722659316
Golgi to ER Retrograde Transport	12	0.24	0.555492059863531
Bile salt and organic anion SLC transporters	14	0.28	0.536047515408392
Muscle contraction	82	1.64	1.78153797349942
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	4	0.08	0.340467865366085
Interleukin receptor SHC signaling	38	0.76	1.02140359609826
"AXIN mutants destabilize the destruction complex, activating WNT signaling"	101	2.02	2.78838699624287
CDC6 association with the ORC:origin complex	16	0.32	0.867555797182227
Sterols are 12-hydroxylated by CYP8B1	0	0	0
Activation of PKB	7	0.14	0.404565778814466
WNT ligand biogenesis and trafficking	22	0.44	0.951046684405328
Synthesis of very long-chain fatty acyl-CoAs	9	0.18	0.522552604519197
Androgen biosynthesis	6	0.12	0.328260722659316
DNA Replication	129	2.58	4.1800790930902
Tandem pore domain halothane-inhibited K+ channel (THIK)	0	0	0
Rap1 signalling	16	0.32	0.68332918532008
Hypusine synthesis from eIF5A-lysine	7	0.14	0.350509832753866
Elastic fibre formation	48	0.96	1.74916889885874
Sphingolipid metabolism	89	1.78	2.83771969391349
Hh ligand biogenesis disease	74	1.48	2.34946802489415
G1/S DNA Damage Checkpoints	92	1.84	2.36781135486865
Defective MUT causes methylmalonic aciduria mut type	129	2.58	3.429107101011
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	10	0.2	0.534522483824849
Phase II conjugation	80	1.6	2.21313334068995
PI3K events in ERBB4 signaling	166	3.32	3.57679596674945
Rev-mediated nuclear export of HIV RNA	46	0.92	1.25908940208747
Degradation of the extracellular matrix	116	2.32	2.85314005321598
Bile acid and bile salt metabolism	36	0.72	1.14357120549654
Hyaluronan uptake and degradation	14	0.28	0.572855361593241
Synthesis of IPs in the ER lumen	8	0.16	0.370328039909021
Toxicity of botulinum toxin type F (BoNT/F)	6	0.12	0.328260722659316
Inositol phosphate metabolism	79	1.58	1.86361509558433
Signaling by NOTCH2	32	0.64	0.942424142998322
HS-GAG biosynthesis	37	0.74	1.22574425537787
HS-GAG degradation	27	0.54	0.994064014692274
Neurotransmitter uptake and Metabolism In Glial Cells	4	0.08	0.27404751561787
p75 NTR receptor-mediated signalling	128	2.56	2.90783600020387
Pyruvate metabolism	21	0.42	0.810391691639019
Processing of DNA double-strand break ends	3	0.06	0.239897937482095
Post NMDA receptor activation events	43	0.86	1.04997570428645
Effects of PIP2 hydrolysis	51	1.02	1.58423354287408
Inactivation of APC/C via direct inhibition of the APC/C complex	37	0.74	0.876216355725466
The citric acid (TCA) cycle and respiratory electron transport	118	2.36	3.08888725754047
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation"	11	0.22	0.581693516328638
AKT phosphorylates targets in the nucleus	13	0.26	0.599659767480439
DAP12 signaling	234	4.68	4.93814804582133
Regulation of IFNA signaling	10	0.2	0.451753951452626
PI-3K cascade	166	3.32	3.57679596674945
Hyaluronan biosynthesis and export	10	0.2	0.494871659305394
Oncogene Induced Senescence	38	0.76	0.846601850858803
Inhibition of PKR	1	0.02	0.14142135623731
L13a-mediated translational silencing of Ceruloplasmin expression	96	1.92	2.75414344623678
Fusion of the Influenza Virion to the Host Cell Endosome	0	0	0
Intrinsic Pathway for Apoptosis	52	1.04	1.22823915772598
Peptide chain elongation	66	1.32	2.01464029300619
Chromatin organization	250	5	5.90744946518152
PPARA activates gene expression	152	3.04	3.34395586339391
Toxicity of botulinum toxin type B (BoNT/B)	5	0.1	0.303045763365663
Serotonin Neurotransmitter Release Cycle	36	0.72	1.10730413571863
Release	0	0	0
Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	15	0.3	0.707106781186548
IRS-mediated signalling	134	2.68	3.08677230538732
CRMPs in Sema3A signaling	25	0.5	0.788954358370519
RNA Polymerase III Transcription Initiation From Type 2 Promoter	46	0.92	1.36785248040981
Viral mRNA Translation	72	1.44	2.17743530094373
Hyaluronan metabolism	24	0.48	0.735124590301063
SCF(Skp2)-mediated degradation of p27/p21	76	1.52	2.29675902976702
Regulation of thyroid hormone activity	1	0.02	0.14142135623731
Cyclin D associated events in G1	53	1.06	1.44857424626381
TRAF6 mediated IRF7 activation	18	0.36	0.827092275778864
Transcriptional activation of p53 responsive genes	18	0.36	0.484873221385061
Formation of the Editosome	0	0	0
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	90	1.8	2.14761376833899
Cell-cell junction organization	73	1.46	2.21506898588845
Beta oxidation of myristoyl-CoA to lauroyl-CoA	0	0	0
snRNP Assembly	62	1.24	1.68498773688991
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	18	0.36	0.692820323027551
ATM mediated phosphorylation of repair proteins	11	0.22	0.545482374058194
Inflammasomes	25	0.5	0.863074712399612
activated TAK1 mediates p38 MAPK activation	27	0.54	0.813408048313529
Dissolution of Fibrin Clot	21	0.42	0.702473763036814
Retinoid metabolism and transport	46	0.92	1.6015298808276
truncations of AMER1 destabilize the destruction complex	101	2.02	2.78838699624287
"Synthesis of IP2, IP, and Ins in the cytosol"	8	0.16	0.42185208743524
Acyl chain remodelling of PE	8	0.16	0.42185208743524
CREB phosphorylation through the activation of CaMKII	22	0.44	0.732900305050323
Downstream signaling of activated FGFR	221	4.42	4.70384124402382
Peptide ligand-binding receptors	217	4.34	4.67564248559075
Formation of editosomes by ADAR proteins	34	0.68	0.652780551931192
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	31	0.62	0.878077677750246
NrCAM interactions	15	0.3	0.580288457473997
The proton buffering model	1	0.02	0.14142135623731
Synthesis of PA	31	0.62	0.752953368748825
Regulation by TREX1	0	0	0
Removal of licensing factors from origins	89	1.78	2.97808320767515
repression of WNT target genes	8	0.16	0.467734444106997
Membrane binding and targetting of GAG proteins	17	0.34	0.65807387464463
"TET1,2,3 and TDG demethylate DNA"	4	0.08	0.27404751561787
APC/C:Cdc20 mediated degradation of Cyclin B	43	0.86	1.0692358514951
Cytochrome P450 - arranged by substrate type	71	1.42	2.09069854550178
Depyrimidination	4	0.08	0.27404751561787
Role of phospholipids in phagocytosis	50	1	1.34011878852098
Packaging Of Telomere Ends	31	0.62	1.04764069241709
PKA activation	18	0.36	0.721676053732291
DNA Damage Bypass	4	0.08	0.395897327444315
"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	60	1.2	1.37023757808935
Regulation of Glucokinase by Glucokinase Regulatory Protein	46	0.92	1.29109983173657
Transcriptional regulation of white adipocyte differentiation	124	2.48	2.67444443973407
COX reactions	0	0	0
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	36	0.72	0.990567761334841
Centrosome maturation	82	1.64	2.01787926662967
APC/C:Cdc20 mediated degradation of Securin	97	1.94	2.65276136452996
GRB2 events in ERBB2 signaling	27	0.54	0.787918984750724
Toll Like Receptor TLR6:TLR2 Cascade	95	1.9	2.23378511015884
Energy dependent regulation of mTOR by LKB1-AMPK	29	0.58	1.03193893190618
Biotin transport and metabolism	15	0.3	0.505076272276105
Ubiquitin-dependent degradation of Cyclin D	69	1.38	2.16549942394406
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	37	0.74	0.876216355725466
Removal of aminoterminal propeptides from gamma-carboxylated proteins	8	0.16	0.467734444106997
FGFR1b ligand binding and activation	7	0.14	0.404565778814466
Highly calcium permeable nicotinic acetylcholine receptors	16	0.32	0.652780551931192
Creatine metabolism	16	0.32	0.740656079818041
Sperm Motility And Taxes	28	0.56	0.929340340988034
Cell Cycle Checkpoints	182	3.64	5.08603530287009
G2/M Checkpoints	67	1.34	2.75243862190366
Keratan sulfate biosynthesis	41	0.82	1.40973293171987
Respiratory electron transport	70	1.4	1.97948663722157
Prostacyclin signalling through prostacyclin receptor	12	0.24	0.517450579322138
Abacavir transmembrane transport	2	0.04	0.197948663722157
APC truncation mutants have impaired AXIN binding	101	2.02	2.78838699624287
Arachidonic acid metabolism	49	0.98	1.58423354287408
TWIK-related alkaline pH activated K+ channel (TALK)	0	0	0
Amine compound SLC transporters	32	0.64	1.30556110386238
Synthesis of Dolichyl-phosphate	2	0.04	0.197948663722157
Virus Assembly and Release	1	0.02	0.14142135623731
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	156	3.12	3.46198008695154
Defensins	64	1.28	3.63677363180328
Glucose metabolism	58	1.16	1.77694992062471
Ion channel transport	261	5.22	5.14400780778282
Transport of Mature Transcript to Cytoplasm	88	1.76	2.53594566348794
RNA Polymerase II Pre-transcription Events	74	1.48	1.94033449672567
SUMO is conjugated to E1 (UBA2:SAE1)	3	0.06	0.313635691430002
Inactivation of Cdc42 and Rac	18	0.36	0.59795570104161
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	4	0.08	0.27404751561787
Glycosaminoglycan metabolism	177	3.54	4.28195072844333
Signalling to p38 via RIT and RIN	17	0.34	0.626294577622371
Formation of ATP by chemiosmotic coupling	11	0.22	0.545482374058194
Gene Expression	1237	24.74	31.7649595161276
RNA Polymerase III Transcription	62	1.24	1.70903959185579
NOTCH1 Intracellular Domain Regulates Transcription	69	1.38	1.68897988775014
NRAGE signals death through JNK	86	1.72	1.88484828599664
"Base-Excision Repair, AP Site Formation"	7	0.14	0.452205479752698
Cellular response to hypoxia	28	0.56	0.972268544409917
CD28 dependent PI3K/Akt signaling	31	0.62	1.06694299141931
"Interleukin-3, 5 and GM-CSF signaling"	60	1.2	1.38505138783324
Association of TriC/CCT with target proteins during biosynthesis	36	0.72	1.24605499927752
NOTCH2 Activation and Transmission of Signal to the Nucleus	21	0.42	0.672794962246664
Pyrimidine catabolism	11	0.22	0.464670170494017
WNT mediated activation of DVL	9	0.18	0.437525509460387
Branched-chain amino acid catabolism	17	0.34	0.557325977232319
Passive transport by Aquaporins	13	0.26	0.599659767480439
RSK activation	4	0.08	0.27404751561787
Electron transport from NADPH to Ferredoxin	2	0.04	0.197948663722157
Biological oxidations	178	3.56	4.58106127976691
SMAC binds to IAPs	2	0.04	0.197948663722157
Lipoprotein metabolism	50	1	1.88441513689613
Constitutive PI3K/AKT Signaling in Cancer	140	2.8	2.9277002188456
Gap junction trafficking and regulation	36	0.72	1.48516473352766
N-Glycan antennae elongation	8	0.16	0.42185208743524
Metabolism of lipids and lipoproteins	721	14.42	14.7525023819897
MPS IIIA - Sanfilippo syndrome A	177	3.54	4.28195072844333
Regulation of mRNA stability by proteins that bind AU-rich elements	104	2.08	3.02937994598612
Ephrin signaling	35	0.7	0.814411017927956
Asparagine N-linked glycosylation	111	2.22	2.98492812616441
Metabolism of carbohydrates	328	6.56	8.01569888228273
GAB1 signalosome	170	3.4	3.64215679542342
Cyclin E associated events during G1/S transition	100	2	2.80669752919836
Regulation of signaling by NODAL	5	0.1	0.303045763365663
ECM proteoglycans	87	1.74	2.73159891877655
Transcriptional regulation of pluripotent stem cells	34	0.68	1.01900311429297
Na+-dependent glucose transporters	2	0.04	0.282842712474619
RNA Polymerase I Transcription Initiation	64	1.28	1.70281879151444
Regulation of activated PAK-2p34 by proteasome mediated degradation	64	1.28	2.14799384333857
Cell Cycle	677	13.54	16.6821547083788
Gap junction trafficking	36	0.72	1.48516473352766
NOTCH2 intracellular domain regulates transcription	11	0.22	0.464670170494017
Activation of the AP-1 family of transcription factors	5	0.1	0.303045763365663
NGF signalling via TRKA from the plasma membrane	280	5.6	5.65685424949238
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	11	0.22	0.615778916064352
Presynaptic phase of homologous DNA pairing and strand exchange	12	0.24	0.624663174545013
Activation of the pre-replicative complex	38	0.76	1.58513502933488
Mitotic Metaphase and Anaphase	228	4.56	6.44017999494944
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	44	0.88	1.1183077594732
Plasmalogen biosynthesis	3	0.06	0.239897937482095
Phosphate bond hydrolysis by NUDT proteins	5	0.1	0.303045763365663
Formation of a pool of free 40S subunits	81	1.62	2.48989795709276
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	66	1.32	2.15179090100145
Cross-presentation of particulate exogenous antigens (phagosomes)	20	0.4	0.606091526731326
Hexose transport	72	1.44	2.24208357906439
Signaling by FGFR2 mutants	26	0.52	0.95276182860189
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	9	0.18	0.481917936955229
RNA Polymerase I Transcription	88	1.76	2.42065938056859
"SUMO is transferred from E1 to E2 (UBE2I, UBC9)"	3	0.06	0.313635691430002
mRNA 3'-end processing	48	0.96	1.4563022785571
Formation of tubulin folding intermediates by CCT/TriC	36	0.72	0.809131557628931
Regulation of gene expression in beta cells	39	0.78	1.09339389246585
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	4	0.08	0.27404751561787
Methylation	9	0.18	0.522552604519197
PI and PC transport between ER and Golgi membranes	2	0.04	0.197948663722157
GABA A (rho) receptor activation	8	0.16	0.509501557146486
Axonal growth inhibition (RHOA activation)	5	0.1	0.416496563917521
Transport of Mature mRNA Derived from an Intronless Transcript	64	1.28	1.78474259277045
RNA Polymerase II Transcription Initiation	58	1.16	1.71856608477972
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	39	0.78	1.21705566421422
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	14	0.28	0.536047515408392
Negative regulation of the PI3K/AKT network	27	0.54	0.734291272908366
Reuptake of GABA	1	0.02	0.14142135623731
"Incretin synthesis, secretion, and inactivation"	18	0.36	0.721676053732291
Klotho-mediated ligand binding	11	0.22	0.506689938599091
Muscarinic acetylcholine receptors	4	0.08	0.27404751561787
CD28 co-stimulation	51	1.02	1.53183896420116
Beta-oxidation of pristanoyl-CoA	12	0.24	0.743955232359516
Integrin cell surface interactions	92	1.84	3.08624334088932
Polymerase switching on the C-strand of the telomere	24	0.48	1.09246024538887
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	14	0.28	0.607436903584837
Uptake and actions of bacterial toxins	16	0.32	0.68332918532008
Electric Transmission Across Gap Junctions	9	0.18	0.437525509460387
Adrenaline signalling through Alpha-2 adrenergic receptor	1	0.02	0.14142135623731
Glyoxylate metabolism	9	0.18	0.522552604519197
Homologous Recombination Repair	26	0.52	1.05443669069977
G1/S-Specific Transcription	21	0.42	0.810391691639019
Downregulation of SMAD2/3:SMAD4 transcriptional activity	24	0.48	0.931095470674304
Sema4D mediated inhibition of cell attachment and migration	10	0.2	0.451753951452626
Kinesins	30	0.6	1.0690449676497
Switching of origins to a post-replicative state	88	1.76	2.98677356465645
SHC1 events in ERBB4 signaling	28	0.56	0.860943952761106
Late Phase of HIV Life Cycle	158	3.16	4.14216743027224
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	58	1.16	1.71856608477972
Processing-defective Hh variants abrogate ligand secretion	82	1.64	2.81946586343975
Purine catabolism	10	0.2	0.63887656499994
The activation of arylsulfatases	27	0.54	1.14660101061835
PERK regulates gene expression	37	0.74	1.15723103720449
MPS IV - Morquio syndrome B	177	3.54	4.28195072844333
CS/DS degradation	22	0.44	0.884330716602409
Repair synthesis of patch ~27-30 bases long  by DNA polymerase	22	0.44	1.09096474811639
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	3	0.06	0.239897937482095
Uncoating of the Influenza Virion	0	0	0
G2/M Transition	117	2.34	2.86149668273547
Activation of NMDA receptor upon glutamate binding and postsynaptic events	46	0.92	1.15775997653456
Agmatine biosynthesis	3	0.06	0.313635691430002
Elongation arrest and recovery	32	0.64	0.942424142998322
Formation of incision complex in GG-NER	28	0.56	1.19795744532781
Platelet degranulation	126	2.52	2.84454364906369
EGFR Transactivation by Gastrin	10	0.2	0.534522483824849
Synthesis of bile acids and bile salts	31	0.62	1.04764069241709
Vpr-mediated nuclear import of PICs	47	0.94	1.30007849056611
Activation of RAS in B cells	5	0.1	0.364215679542342
Signaling by FGFR1 amplification mutants	3	0.06	0.239897937482095
Eicosanoids	16	0.32	0.551065757771026
Signaling by NOTCH1 PEST Domain Mutants in Cancer	108	2.16	2.49374728274621
Toxicity of botulinum toxin type A (BoNT/A)	4	0.08	0.27404751561787
Smooth Muscle Contraction	24	0.48	0.735124590301063
Extension of Telomeres	41	0.82	1.58680785972136
RNA Polymerase II Transcription Termination	57	1.14	1.84069640769632
Fatty acids	20	0.4	0.925820099772551
"GABA synthesis, release, reuptake and degradation"	26	0.52	0.886174995386904
Transcription	238	4.76	6.18279376782941
SHC-mediated cascade	49	0.98	1.63494991497899
Frs2-mediated activation	21	0.42	0.60911444586651
Potassium Channels	126	2.52	3.05219893967398
Amine ligand-binding receptors	51	1.02	1.36262052453262
Non-integrin membrane-ECM interactions	71	1.42	2.41669364282387
Cellular responses to stress	310	6.2	7.24780051083761
GABA synthesis	2	0.04	0.197948663722157
SIRT1 negatively regulates rRNA Expression	37	0.74	1.12140582324516
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	4	0.08	0.27404751561787
Cell surface interactions at the vascular wall	116	2.32	3.02668404801866
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	100	2	2.58725289661069
FGFR1 ligand binding and activation	25	0.5	0.994884876941723
Insulin effects increased synthesis of Xylulose-5-Phosphate	2	0.04	0.197948663722157
Netrin mediated repulsion signals	19	0.38	0.635353027369631
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	20	0.4	0.755928946018454
GABA A receptor activation	37	0.74	1.27471485406881
Autointegration results in viral DNA circles	5	0.1	0.364215679542342
EGFR interacts with phospholipase C-gamma	40	0.8	1.26168012376112
Reverse Transcription of HIV RNA	1	0.02	0.14142135623731
FMO oxidizes nucleophiles	2	0.04	0.282842712474619
HATs acetylate histones	119	2.38	3.04985780866276
Signaling by FGFR	240	4.8	4.89064079103534
Beta-oxidation of very long chain fatty acids	9	0.18	0.437525509460387
IRF3 mediated activation of type 1 IFN	12	0.24	0.555492059863531
Activation of C3 and C5	5	0.1	0.303045763365663
Formation of the HIV-1 Early Elongation Complex	40	0.8	1.37023757808935
Glucocorticoid biosynthesis	16	0.32	0.68332918532008
Proline catabolism	4	0.08	0.27404751561787
Cellular response to heat stress	69	1.38	2.12746855416939
DNA Repair	148	2.96	4.51283882780166
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	108	2.16	2.79474725957428
SHC1 events in EGFR signaling	20	0.4	0.699854212223765
Mitotic Telophase/Cytokinesis	22	0.44	0.884330716602409
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	86	1.72	2.01058423837248
DCC mediated attractive signaling	27	0.54	0.813408048313529
EPH-Ephrin signaling	140	2.8	3.32584192194938
WNT5A-dependent internalization of FZD4	16	0.32	0.652780551931192
Signaling by Hippo	20	0.4	0.728431359084684
Activation of Ca-permeable Kainate Receptor	16	0.32	0.551065757771026
Class I MHC mediated antigen processing & presentation	313	6.26	7.93547961592076
Signalling to ERKs	45	0.9	1.09264703862703
Chondroitin sulfate biosynthesis	34	0.68	0.84370417487048
Cohesin Loading onto Chromatin	17	0.34	0.772221814385119
Response to elevated platelet cytosolic Ca2+	127	2.54	2.87288520267607
G beta:gamma signalling through PI3Kgamma	14	0.28	0.572855361593241
Mitotic Prometaphase	128	2.56	3.97522942477435
Calmodulin induced events	31	0.62	1.04764069241709
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	15	0.3	0.677630927178938
Metabolism of RNA	290	5.8	7.36788397613007
The canonical retinoid cycle in rods (twilight vision)	25	0.5	0.90913729009699
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus"	0	0	0
SMAD2/3 Phosphorylation Motif Mutants in Cancer	73	1.46	1.99192246386269
PKA-mediated phosphorylation of CREB	18	0.36	0.721676053732291
Pyrimidine biosynthesis	5	0.1	0.303045763365663
Signaling by Insulin receptor	180	3.6	4.12557973662676
Signalling to ERK5	2	0.04	0.197948663722157
GABA receptor activation	72	1.44	1.93949288554024
Synthesis of Leukotrienes (LT) and Eoxins (EX)	22	0.44	0.81215259448868
Class B/2 (Secretin family receptors)	77	1.54	2.33176818254793
O-linked glycosylation	199	3.98	5.35472326310985
TCR signaling	85	1.7	1.58113883008419
Processive synthesis on the C-strand of the telomere	12	0.24	0.743955232359516
The NLRP1 inflammasome	8	0.16	0.467734444106997
O-linked glycosylation of mucins	140	2.8	4.36123929213536
Signaling by the B Cell Receptor (BCR)	297	5.94	6.87322518835197
Signaling by VEGF	164	3.28	3.77445765802783
AKT-mediated inactivation of FOXO1A	4	0.08	0.27404751561787
Metabolism of Angiotensinogen to Angiotensins	18	0.36	0.692820323027551
Removal of DNA patch containing abasic residue	14	0.28	0.858094709581783
Calcitonin-like ligand receptors	6	0.12	0.328260722659316
Activation of Kainate Receptors upon glutamate binding	29	0.58	0.835195198985341
Synthesis of GDP-mannose	2	0.04	0.197948663722157
Vitamins B6 activation to pyridoxal phosphate	3	0.06	0.239897937482095
HCN channels	10	0.2	0.534522483824849
E2F mediated regulation of DNA replication	48	0.96	1.57739128478197
MPS IIIC - Sanfilippo syndrome C	177	3.54	4.28195072844333
G1 Phase	53	1.06	1.44857424626381
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	129	2.58	3.429107101011
FGFR ligand binding and activation	38	0.76	1.39327832459847
COPI Mediated Transport	12	0.24	0.555492059863531
Nef mediated downregulation of CD28 cell surface expression	1	0.02	0.14142135623731
Removal of the Flap Intermediate from the C-strand	12	0.24	0.743955232359516
DNA replication initiation	5	0.1	0.303045763365663
Nectin/Necl  trans heterodimerization	5	0.1	0.364215679542342
EPHA-mediated growth cone collapse	56	1.12	1.57324570262128
Acyl chain remodeling of DAG and TAG	7	0.14	0.350509832753866
Transcription of the HIV genome	78	1.56	1.93949288554024
