Degradation of the extracellular matrix	6	2	2	0	12	10	2	3	1	0	0	1	1	2	1	0	0	4	1	2	2	0	7	1	0	8	4	8	0	1	0	3	0	9	3	1	3	2	2	1	0	1	1	3	2	0	1	0	1	2	0	0	0	1	0	2	1	0	0	1	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	1	0
Inositol phosphate metabolism	7	3	1	1	6	5	1	0	0	1	0	0	1	1	0	2	2	0	0	1	1	1	4	0	0	0	3	6	0	3	3	4	0	1	4	0	1	2	0	1	0	0	3	1	1	0	2	0	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
Dissolution of Fibrin Clot	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	0	2	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA Damage Bypass	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Transcriptional regulation of white adipocyte differentiation	10	3	2	3	8	9	5	1	3	3	1	0	0	1	0	0	0	0	4	1	0	0	6	0	1	5	3	7	0	1	2	0	0	4	2	7	0	2	6	2	1	1	4	4	7	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	1	0	0
Cell Cycle Checkpoints	30	2	1	2	11	11	5	2	2	3	0	0	0	1	2	0	2	3	0	2	2	4	4	1	3	9	5	16	2	2	1	1	1	11	8	4	2	2	7	1	0	1	1	2	3	2	2	1	2	3	2	1	1	0	0	1	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	5	1	0	0	0	0
Ion channel transport	16	6	3	2	18	19	7	2	6	0	0	0	3	0	1	0	1	1	6	6	2	2	8	2	6	18	4	15	2	3	6	4	2	13	5	9	12	4	6	0	0	2	7	9	10	3	1	3	1	5	1	3	1	0	3	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	0	1	1	0	0	0	0	2	0	1	1	0	1	2	2	1	11	1	1	0	0	0
Cellular response to hypoxia	4	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	4	2	2	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Biological oxidations	25	2	4	6	14	11	6	8	2	1	0	1	2	0	1	0	3	0	3	0	4	2	7	0	0	6	4	12	1	1	10	0	1	7	7	2	2	2	1	4	1	2	1	3	4	0	2	0	1	2	2	0	1	0	2	1	0	0	1	0	0	1	0	0	1	0	0	1	2	0	1	0	0	0	0	1	2	1	0	0	0	2	1	2	1	1	2	2	2	0	3	1	2	3	10	0	2	2	1	0
Gap junction trafficking and regulation	8	0	0	0	3	1	0	1	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	3	0	0	1	0	0	0	0	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Metabolism of lipids and lipoproteins	70	14	12	12	58	43	20	10	17	4	1	7	3	6	6	2	6	10	9	3	7	5	31	6	7	42	13	38	4	8	12	11	1	35	22	21	11	7	18	9	1	7	14	28	22	3	9	1	10	5	0	2	0	2	3	1	1	1	0	1	1	1	1	1	5	0	1	3	2	3	0	1	1	0	0	0	0	2	1	4	0	0	1	3	1	4	1	2	3	1	0	3	4	0	33	2	5	2	1	1
Metabolism of carbohydrates	39	7	4	1	29	24	8	4	5	3	0	2	3	2	4	2	2	4	4	3	1	3	16	2	2	20	3	25	1	4	7	3	2	15	8	6	2	3	6	1	2	6	6	12	7	0	4	1	6	4	0	2	0	0	3	0	1	0	0	1	0	0	1	0	4	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	2	1	0	2	0	0	1	2	1	1	16	3	1	0	3	0
ECM proteoglycans	6	2	1	1	13	13	2	2	1	0	0	1	1	0	2	0	1	2	0	3	0	1	1	0	1	5	2	6	0	0	1	1	1	2	4	0	1	0	2	2	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	4	0	1	0	0	0
Transcriptional regulation of pluripotent stem cells	5	0	2	2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	2	0	0	0	1	1	0	1	0	3	0	1	1	0	0	1	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
Integrin cell surface interactions	6	2	0	0	15	12	1	1	0	2	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	8	2	6	0	0	1	2	1	7	3	4	4	2	2	0	0	1	0	0	2	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	1	2	1	0	0	1	1
Uptake and actions of bacterial toxins	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Processing-defective Hh variants abrogate ligand secretion	16	0	0	0	3	4	2	2	1	2	0	1	0	0	0	0	0	2	0	0	2	0	1	0	1	5	2	5	0	0	0	0	0	7	8	4	0	2	4	1	0	1	0	2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
Smooth Muscle Contraction	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	3	0	0	1	1	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Potassium Channels	12	2	6	6	10	10	6	1	1	0	0	1	2	1	0	0	0	2	3	0	0	0	2	2	0	4	1	5	1	1	3	0	0	6	11	2	0	3	3	1	0	1	3	5	3	1	1	1	0	3	0	2	0	0	0	0	1	0	1	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	4	0	0	5	0	0	0	0	0
Non-integrin membrane-ECM interactions	4	3	0	0	13	9	0	4	1	0	0	2	0	0	1	0	1	0	2	0	0	0	2	1	0	4	1	4	0	0	0	2	0	3	4	1	0	1	1	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	0	4	1	1	0	0	0
Cell surface interactions at the vascular wall	15	0	2	0	7	6	2	2	1	3	0	0	0	1	1	0	3	1	0	4	1	1	8	2	1	7	0	11	1	1	1	0	3	5	6	3	2	2	1	1	0	1	3	0	1	1	3	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0
HATs acetylate histones	12	5	1	1	9	7	1	1	2	0	0	0	0	0	3	0	1	8	4	0	1	1	5	0	0	6	2	12	1	1	1	2	0	4	7	3	1	1	3	0	1	0	2	4	4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	1	1	0	4	0	0	0	0	0
Signaling by FGFR	19	3	7	4	15	9	7	4	5	2	0	0	1	3	1	3	3	3	2	5	3	6	11	5	2	13	3	24	2	5	1	4	1	13	10	3	2	6	3	3	0	2	4	4	3	2	5	0	4	0	2	1	1	1	1	1	0	0	2	0	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	3	1	10	2	1	2	2	3
Cellular response to heat stress	9	1	3	4	5	5	3	3	0	0	0	0	0	1	1	0	0	1	1	0	1	1	3	0	0	2	0	7	1	1	1	0	0	4	7	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0
Signaling by Hippo	1	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Signaling by Insulin receptor	20	5	2	1	11	7	3	5	1	0	1	0	0	1	0	1	2	3	1	4	3	4	10	1	1	13	4	13	0	1	2	4	0	13	5	2	3	5	3	4	1	1	3	3	2	3	3	0	2	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	1	2	1	8	1	0	0	1	0
Signaling by VEGF	12	3	1	2	15	10	5	3	2	0	0	1	0	2	0	1	4	4	0	2	2	2	4	1	1	6	2	15	1	4	0	1	0	12	10	4	2	2	5	1	0	2	4	2	4	0	2	1	4	3	0	1	1	1	0	0	1	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	2	0	0	0	0	2	2	1	0	5	1	0	1	0	0
Signaling by GPCR	132	15	15	16	70	47	26	12	10	3	3	8	6	3	7	2	32	10	18	7	8	38	33	3	39	34	9	133	6	14	7	17	5	39	40	18	20	11	60	11	3	9	13	37	22	3	9	32	8	25	1	2	2	6	4	2	2	0	3	1	0	3	2	6	5	3	1	4	1	1	4	0	2	4	1	2	0	2	4	5	3	4	1	3	3	14	8	6	3	1	2	5	4	2	35	2	5	5	4	2
O2/CO2 exchange in erythrocytes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Myogenesis	3	0	0	0	5	3	0	0	1	0	0	0	0	0	0	0	1	1	4	0	0	1	1	0	0	1	2	2	2	1	0	1	0	3	1	3	0	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3	0	0	1	0	0	0	1	0	1	1	0	0	1	0
DSCAM interactions	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	1	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mismatch Repair	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Influenza Infection	22	1	3	4	6	5	5	2	0	1	0	0	1	0	0	1	0	2	1	0	0	1	7	0	0	6	2	10	1	1	3	2	1	9	5	6	5	1	6	0	2	2	2	3	6	0	2	1	1	2	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0
Platelet Adhesion to exposed collagen	2	0	0	0	1	1	1	1	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
RAF/MAP kinase cascade	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Metabolism of non-coding RNA	10	0	0	0	4	4	2	2	0	0	0	0	1	1	0	1	0	1	1	0	2	1	0	0	1	2	0	4	0	1	2	1	1	3	1	2	1	0	3	2	1	0	1	1	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Iron uptake and transport	6	3	1	1	4	1	2	2	2	0	0	1	0	0	0	0	0	0	0	3	0	1	4	0	0	2	1	1	0	0	2	2	0	3	4	1	1	0	1	1	1	1	1	2	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0
Glycogen storage diseases	39	7	4	1	29	24	8	4	5	3	0	2	3	2	4	2	2	4	4	3	1	3	16	2	2	20	3	25	1	4	7	3	2	15	8	6	2	3	6	1	2	6	6	12	7	0	4	1	6	4	0	2	0	0	3	0	1	0	0	1	0	0	1	0	4	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	2	1	0	2	0	0	1	2	1	1	16	3	1	0	3	0
Cell junction organization	15	1	3	1	13	10	6	2	1	0	0	3	0	0	3	1	3	1	2	0	0	1	6	1	0	5	1	6	1	1	3	0	1	2	5	4	2	1	7	1	1	1	2	0	3	0	2	0	1	4	0	0	0	1	2	1	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	3	1	0	0	0	0	1	2	0	6	0	1	0	0	1
HIV Infection	37	1	3	3	14	15	10	4	5	2	0	0	1	0	0	1	1	3	4	2	1	2	12	1	2	13	7	18	0	3	3	4	1	13	10	9	3	5	13	0	1	2	3	4	7	2	3	1	1	5	1	2	1	0	1	0	0	0	0	1	0	0	0	2	2	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	17	0	0	0	1	1
Factors involved in megakaryocyte development and platelet production	17	4	1	1	11	10	5	3	3	2	0	0	0	1	1	0	1	2	1	1	1	2	3	1	2	3	5	15	0	2	2	1	0	12	8	1	2	2	5	2	0	2	2	2	1	3	1	2	1	4	0	2	1	0	1	0	0	0	0	2	0	0	1	0	2	1	1	0	1	1	0	1	0	1	0	0	0	4	0	0	2	1	0	1	2	1	2	0	0	0	0	1	3	0	3	0	0	0	0	0
DNA Damage Reversal	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Signaling by Activin	3	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromosome Maintenance	18	3	1	2	1	1	3	1	0	0	0	0	0	0	1	0	0	4	4	0	0	1	6	0	1	8	1	13	1	0	2	0	0	3	3	2	3	2	2	0	0	1	1	3	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0
Processing of Capped Intron-Containing Pre-mRNA	36	2	1	2	14	11	5	4	3	0	0	1	1	0	0	1	0	3	4	1	1	2	6	0	1	11	1	13	0	3	3	2	1	8	6	4	4	0	7	1	1	2	1	4	4	1	2	2	3	2	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	10	0	1	0	0	0
Cellular Senescence	21	4	2	3	14	12	4	3	3	1	0	0	0	1	3	2	2	5	3	2	2	3	5	1	2	10	6	12	2	6	3	3	1	10	5	6	4	2	4	2	1	1	6	3	6	1	2	1	1	4	2	3	0	1	2	2	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	2	2	1	0	0	0	0	1	1	0	6	1	0	0	0	0
Transmission across Electrical Synapses	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translation	18	5	5	6	8	5	7	2	2	1	0	1	0	1	1	0	0	2	2	1	0	0	9	0	0	6	2	13	1	0	3	2	0	8	8	4	6	0	6	0	1	0	1	4	3	1	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0
Metabolism of nucleotides	10	1	0	0	6	4	1	3	3	0	0	0	0	0	0	0	1	0	1	0	1	0	7	0	1	3	0	5	1	1	5	1	0	6	4	3	0	0	0	1	0	0	1	1	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Signaling by NOTCH	13	3	3	3	13	9	7	2	3	1	0	0	0	0	0	1	1	1	2	1	4	2	3	1	1	8	5	11	2	3	0	5	1	6	7	7	4	2	2	2	0	3	5	7	8	0	2	0	1	2	0	1	0	1	3	2	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	2	0	1	2	0	1	0	2	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0
Nephrin interactions	2	1	0	0	4	2	2	0	1	0	0	0	0	1	0	0	3	1	0	0	0	1	0	1	1	5	0	4	1	0	0	0	0	0	5	0	1	0	1	1	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"Platelet activation, signaling and aggregation"	21	9	4	2	20	13	11	4	5	2	0	1	0	3	1	1	3	2	8	2	4	3	7	1	2	7	5	25	2	1	4	4	1	17	14	5	10	5	8	4	1	4	4	11	6	2	4	3	4	2	1	0	1	1	0	1	0	0	0	1	0	0	1	2	5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	2	2	3	2	0	0	0	1	2	2	0	11	0	1	1	2	1
Regulation of DNA replication	17	0	0	0	8	9	3	1	2	2	0	0	0	0	0	0	0	2	0	0	2	1	2	0	1	4	2	5	0	0	0	1	0	4	7	4	1	2	4	0	0	1	0	1	3	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	1	0	0	0	0
ABC-family proteins mediated transport	7	1	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	1	6	1	0	5	2	1	1	1	4	0	0	2	0	0	9	3	0	1	1	2	0	1	1	3	0	1	0	1	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	2	0	1	0	0	0
Metabolism of vitamins and cofactors	14	5	2	3	11	11	2	2	2	0	0	0	0	1	0	0	1	1	2	0	2	2	12	1	0	8	0	8	0	0	2	2	0	7	4	3	2	1	1	2	0	1	1	3	3	0	1	0	4	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	7	1	0	0	1	1
Signaling by FGFR in disease	22	4	7	4	17	9	8	5	5	2	0	0	1	3	1	3	3	3	2	5	3	6	11	5	2	13	3	24	2	5	1	4	1	13	13	4	2	6	3	3	0	2	5	5	5	3	5	0	4	0	2	1	1	1	1	1	0	0	2	0	1	2	1	1	2	0	1	1	0	1	2	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	3	1	13	2	1	2	2	3
Striated Muscle Contraction	2	3	1	0	6	3	1	2	0	2	0	0	0	0	1	1	0	2	8	1	0	1	0	1	0	3	1	3	2	0	1	1	0	2	2	2	0	1	1	1	0	3	0	2	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0
Processing of Capped Intronless Pre-mRNA	6	0	1	1	3	2	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	3	0	4	0	1	0	0	0	1	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trans-Golgi Network Vesicle Budding	13	2	1	2	2	5	4	2	4	0	0	0	0	0	1	0	1	1	0	0	2	0	4	0	1	4	1	5	0	0	3	1	0	4	3	2	3	1	2	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0
Mitochondrial biogenesis	8	1	2	1	4	4	2	1	0	2	1	0	0	0	1	0	0	3	2	0	0	0	2	1	1	2	1	8	0	1	2	0	0	2	1	3	1	2	2	1	0	1	2	5	3	0	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0
Signaling by EGFR in Cancer	21	4	6	4	15	8	8	5	5	2	0	0	1	3	1	3	3	3	2	5	3	6	12	5	2	16	5	24	2	5	1	7	2	15	10	3	2	6	4	3	0	2	5	4	3	2	5	1	5	0	2	1	0	1	1	1	0	0	2	0	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	3	1	11	2	1	2	2	4
Signaling by TGF-beta Receptor Complex in Cancer	7	2	1	1	5	2	4	0	1	0	0	1	0	0	0	1	0	2	1	0	0	1	1	0	0	10	2	6	2	0	0	1	1	3	4	2	1	1	1	1	0	0	2	2	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Reversible hydration of carbon dioxide	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	5	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amyloids	5	1	0	0	2	1	3	0	1	0	0	1	0	0	1	0	0	4	4	0	1	0	1	0	0	3	1	5	2	1	0	2	0	0	0	1	2	1	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Axon guidance	39	12	8	9	49	36	19	13	9	2	0	3	1	4	4	1	8	11	5	6	3	2	13	2	1	20	6	34	1	4	7	7	2	26	26	6	7	5	9	6	0	8	4	12	5	5	2	2	7	8	2	5	2	3	2	1	1	2	0	1	0	2	1	2	6	3	1	2	2	0	1	0	1	2	1	1	0	0	1	2	1	2	0	2	4	4	5	1	2	1	3	6	7	4	20	0	3	2	3	4
